folder,frame_count,crop_size,crop_top,crop_left,crop_height,crop_width,metric_definition,value,valid_sample_count,warning_flags,frame_index,file_name,file_size_bytes,shape,dtype,pixel_statistics_stride,sample_min,sample_max,sample_mean,sample_std,zero_pixel_ratio,saturation_ratio
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1124.2222741699218,26214400,,12,12-Camera1[20600555].tif,52469894,5120x5120,uint16,1,320.0,40880.0,1124.2222741699218,353.2268577909901,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1122.2706018066406,26214400,,13,13-Camera1[20600555].tif,52469894,5120x5120,uint16,1,432.0,40560.0,1122.2706018066406,353.1666579856432,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1122.459534301758,26214400,,14,14-Camera1[20600555].tif,52469894,5120x5120,uint16,1,416.0,41392.0,1122.459534301758,353.5433011370879,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1125.5965283203125,26214400,,15,15-Camera1[20600555].tif,52469894,5120x5120,uint16,1,400.0,52720.0,1125.5965283203125,353.01436882004754,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1124.3125939941406,26214400,,16,16-Camera1[20600555].tif,52469894,5120x5120,uint16,1,352.0,52512.0,1124.3125939941406,353.6798209840692,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1126.5745892333985,26214400,,17,17-Camera1[20600555].tif,52469894,5120x5120,uint16,1,336.0,51920.0,1126.5745892333985,353.8858201071314,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1122.9082202148438,26214400,,18,18-Camera1[20600555].tif,52469894,5120x5120,uint16,1,368.0,51376.0,1122.9082202148438,353.0349721097412,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1121.1588702392578,26214400,,19,19-Camera1[20600555].tif,52469894,5120x5120,uint16,1,432.0,53296.0,1121.1588702392578,353.7994575605784,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1121.2535662841797,26214400,,20,20-Camera1[20600555].tif,52469894,5120x5120,uint16,1,320.0,40288.0,1121.2535662841797,353.2992036118151,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1126.492691040039,26214400,,21,21-Camera1[20600555].tif,52469894,5120x5120,uint16,1,432.0,40560.0,1126.492691040039,353.434025613128,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1123.4671405029296,26214400,,22,22-Camera1[20600555].tif,52469894,5120x5120,uint16,1,352.0,41008.0,1123.4671405029296,353.4888450785069,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1123.890887451172,26214400,,23,23-Camera1[20600555].tif,52469894,5120x5120,uint16,1,432.0,40640.0,1123.890887451172,352.4471464402949,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1126.0092419433595,26214400,,24,24-Camera1[20600555].tif,52469894,5120x5120,uint16,1,320.0,39808.0,1126.0092419433595,353.02715982451815,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1125.821594848633,26214400,,25,25-Camera1[20600555].tif,52469894,5120x5120,uint16,1,400.0,39840.0,1125.821594848633,353.3462847871361,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1126.2940667724608,26214400,,26,26-Camera1[20600555].tif,52469894,5120x5120,uint16,1,336.0,41120.0,1126.2940667724608,353.2069869795871,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1127.324116821289,26214400,,27,27-Camera1[20600555].tif,52469894,5120x5120,uint16,1,416.0,40064.0,1127.324116821289,353.49899962052194,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1124.1504052734374,26214400,,28,28-Camera1[20600555].tif,52469894,5120x5120,uint16,1,432.0,39552.0,1124.1504052734374,353.0659340470331,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1123.340521850586,26214400,,29,29-Camera1[20600555].tif,52469894,5120x5120,uint16,1,464.0,39664.0,1123.340521850586,352.78943478870184,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1123.178427734375,26214400,,30,30-Camera1[20600555].tif,52469894,5120x5120,uint16,1,448.0,41600.0,1123.178427734375,352.8370082545377,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1125.7769500732422,26214400,,31,31-Camera1[20600555].tif,52469894,5120x5120,uint16,1,432.0,41216.0,1125.7769500732422,352.43238721879936,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1125.3875921630859,26214400,,32,32-Camera1[20600555].tif,52469894,5120x5120,uint16,1,432.0,39072.0,1125.3875921630859,353.200797856607,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1124.6754724121095,26214400,,33,33-Camera1[20600555].tif,52469894,5120x5120,uint16,1,368.0,39328.0,1124.6754724121095,353.2441449122046,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1125.6513452148438,26214400,,34,34-Camera1[20600555].tif,52469894,5120x5120,uint16,1,464.0,40896.0,1125.6513452148438,352.88852778101136,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1123.5158264160157,26214400,,35,35-Camera1[20600555].tif,52469894,5120x5120,uint16,1,384.0,39456.0,1123.5158264160157,352.649171644405,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1124.323568725586,26214400,,36,36-Camera1[20600555].tif,52469894,5120x5120,uint16,1,336.0,39760.0,1124.323568725586,352.59389123229636,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1123.0266528320312,26214400,,37,37-Camera1[20600555].tif,52469894,5120x5120,uint16,1,384.0,39328.0,1123.0266528320312,353.05874303405983,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1125.9783807373046,26214400,,38,38-Camera1[20600555].tif,52469894,5120x5120,uint16,1,432.0,39968.0,1125.9783807373046,352.235180347317,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1124.3708660888672,26214400,,39,39-Camera1[20600555].tif,52469894,5120x5120,uint16,1,384.0,39984.0,1124.3708660888672,352.8679237251327,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1123.2320428466796,26214400,,40,40-Camera1[20600555].tif,52469894,5120x5120,uint16,1,464.0,40272.0,1123.2320428466796,353.16246991831224,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1120.1084643554686,26214400,,41,41-Camera1[20600555].tif,52469894,5120x5120,uint16,1,368.0,40672.0,1120.1084643554686,353.51348709731377,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1119.3676708984376,26214400,,42,42-Camera1[20600555].tif,52469894,5120x5120,uint16,1,400.0,41056.0,1119.3676708984376,352.9170284202358,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1121.825864868164,26214400,,43,43-Camera1[20600555].tif,52469894,5120x5120,uint16,1,336.0,40240.0,1121.825864868164,352.9410653661329,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1120.0652032470703,26214400,,44,44-Camera1[20600555].tif,52469894,5120x5120,uint16,1,432.0,40560.0,1120.0652032470703,352.95174712326406,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1119.6679302978516,26214400,,45,45-Camera1[20600555].tif,52469894,5120x5120,uint16,1,448.0,40112.0,1119.6679302978516,352.7901317549823,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1119.4482189941407,26214400,,46,46-Camera1[20600555].tif,52469894,5120x5120,uint16,1,416.0,39504.0,1119.4482189941407,352.8808292870934,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1121.2212890625,26214400,,47,47-Camera1[20600555].tif,52469894,5120x5120,uint16,1,320.0,40432.0,1121.2212890625,352.3449554246295,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1119.7718200683594,26214400,,48,48-Camera1[20600555].tif,52469894,5120x5120,uint16,1,336.0,41312.0,1119.7718200683594,352.63483744300595,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1121.0721649169923,26214400,,49,49-Camera1[20600555].tif,52469894,5120x5120,uint16,1,464.0,40912.0,1121.0721649169923,352.4729692144418,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1123.847973022461,26214400,,50,50-Camera1[20600555].tif,52469894,5120x5120,uint16,1,464.0,40544.0,1123.847973022461,352.6542522762772,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1118.4973876953125,26214400,,51,51-Camera1[20600555].tif,52469894,5120x5120,uint16,1,336.0,40240.0,1118.4973876953125,352.8221681968169,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1121.4357312011718,26214400,,52,52-Camera1[20600555].tif,52469894,5120x5120,uint16,1,448.0,47728.0,1121.4357312011718,352.83843312039426,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1122.7317407226562,26214400,,53,53-Camera1[20600555].tif,52469894,5120x5120,uint16,1,352.0,48128.0,1122.7317407226562,352.1029370734494,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1123.0460113525392,26214400,,54,54-Camera1[20600555].tif,52469894,5120x5120,uint16,1,336.0,47056.0,1123.0460113525392,353.17086431744775,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1119.4798443603515,26214400,,55,55-Camera1[20600555].tif,52469894,5120x5120,uint16,1,368.0,46512.0,1119.4798443603515,351.81850941781096,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1120.151922607422,26214400,,56,56-Camera1[20600555].tif,52469894,5120x5120,uint16,1,352.0,47440.0,1120.151922607422,352.79782543329264,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1122.4944384765624,26214400,,57,57-Camera1[20600555].tif,52469894,5120x5120,uint16,1,384.0,47968.0,1122.4944384765624,352.98292396746905,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1121.12369140625,26214400,,58,58-Camera1[20600555].tif,52469894,5120x5120,uint16,1,416.0,45904.0,1121.12369140625,352.3747021510783,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1121.2795050048828,26214400,,59,59-Camera1[20600555].tif,52469894,5120x5120,uint16,1,336.0,47744.0,1121.2795050048828,353.0456013970005,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1121.8915179443359,26214400,,60,60-Camera1[20600555].tif,52469894,5120x5120,uint16,1,448.0,47456.0,1121.8915179443359,352.5340004680931,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1120.9622143554689,26214400,,61,61-Camera1[20600555].tif,52469894,5120x5120,uint16,1,384.0,47152.0,1120.9622143554689,352.9227348311842,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1119.8892633056641,26214400,,62,62-Camera1[20600555].tif,52469894,5120x5120,uint16,1,336.0,45840.0,1119.8892633056641,352.4115398937377,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1120.128701171875,26214400,,63,63-Camera1[20600555].tif,52469894,5120x5120,uint16,1,384.0,46688.0,1120.128701171875,352.3211654880425,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1119.9778918457032,26214400,,64,64-Camera1[20600555].tif,52469894,5120x5120,uint16,1,336.0,47744.0,1119.9778918457032,352.9275214405012,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1121.8650134277343,26214400,,65,65-Camera1[20600555].tif,52469894,5120x5120,uint16,1,416.0,47760.0,1121.8650134277343,352.46112336359346,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1122.519052734375,26214400,,66,66-Camera1[20600555].tif,52469894,5120x5120,uint16,1,400.0,46976.0,1122.519052734375,352.38929328479696,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1121.5641052246094,26214400,,67,67-Camera1[20600555].tif,52469894,5120x5120,uint16,1,432.0,47040.0,1121.5641052246094,351.73978593890337,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1124.3833703613282,26214400,,68,68-Camera1[20600555].tif,52469894,5120x5120,uint16,1,448.0,46448.0,1124.3833703613282,352.6313403777658,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1123.8105871582031,26214400,,69,69-Camera1[20600555].tif,52469894,5120x5120,uint16,1,368.0,46656.0,1123.8105871582031,352.56158090716565,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1123.641215209961,26214400,,70,70-Camera1[20600555].tif,52469894,5120x5120,uint16,1,384.0,47888.0,1123.641215209961,352.49131593779776,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1122.3467541503906,26214400,,71,71-Camera1[20600555].tif,52469894,5120x5120,uint16,1,464.0,47968.0,1122.3467541503906,352.79721857245016,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1122.3018267822265,26214400,,72,72-Camera1[20600555].tif,52469894,5120x5120,uint16,1,416.0,46144.0,1122.3018267822265,352.9987219480829,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1121.017846069336,26214400,,73,73-Camera1[20600555].tif,52469894,5120x5120,uint16,1,400.0,46688.0,1121.017846069336,352.73379374969267,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1120.7187158203126,26214400,,74,74-Camera1[20600555].tif,52469894,5120x5120,uint16,1,320.0,45936.0,1120.7187158203126,352.55923880326577,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1120.9658709716796,26214400,,75,75-Camera1[20600555].tif,52469894,5120x5120,uint16,1,432.0,47232.0,1120.9658709716796,352.11201663573206,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1120.0422192382812,26214400,,76,76-Camera1[20600555].tif,52469894,5120x5120,uint16,1,400.0,46912.0,1120.0422192382812,352.4117409659635,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1120.8543658447265,26214400,,77,77-Camera1[20600555].tif,52469894,5120x5120,uint16,1,352.0,46464.0,1120.8543658447265,352.5450321557161,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1120.8175225830078,26214400,,78,78-Camera1[20600555].tif,52469894,5120x5120,uint16,1,384.0,46320.0,1120.8175225830078,353.3322223933674,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1122.5664404296874,26214400,,79,79-Camera1[20600555].tif,52469894,5120x5120,uint16,1,432.0,47184.0,1122.5664404296874,352.37800615725735,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1122.871162109375,26214400,,80,80-Camera1[20600555].tif,52469894,5120x5120,uint16,1,336.0,47168.0,1122.871162109375,352.82617190407734,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1121.3125451660155,26214400,,81,81-Camera1[20600555].tif,52469894,5120x5120,uint16,1,464.0,46720.0,1121.3125451660155,352.8523731601061,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1123.443546142578,26214400,,82,82-Camera1[20600555].tif,52469894,5120x5120,uint16,1,352.0,47168.0,1123.443546142578,352.80396925266234,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1121.9817993164063,26214400,,83,83-Camera1[20600555].tif,52469894,5120x5120,uint16,1,432.0,47360.0,1121.9817993164063,352.64079301359016,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1123.8142779541015,26214400,,84,84-Camera1[20600555].tif,52469894,5120x5120,uint16,1,432.0,39792.0,1123.8142779541015,353.25486465004747,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1120.990794067383,26214400,,85,85-Camera1[20600555].tif,52469894,5120x5120,uint16,1,352.0,40928.0,1120.990794067383,352.2954003092701,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1122.776138305664,26214400,,86,86-Camera1[20600555].tif,52469894,5120x5120,uint16,1,432.0,40064.0,1122.776138305664,352.91926924571203,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1121.8436224365234,26214400,,87,87-Camera1[20600555].tif,52469894,5120x5120,uint16,1,352.0,40080.0,1121.8436224365234,352.2580349615657,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1123.380087890625,26214400,,88,88-Camera1[20600555].tif,52469894,5120x5120,uint16,1,352.0,38960.0,1123.380087890625,352.73731894672983,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1124.0001336669923,26214400,,89,89-Camera1[20600555].tif,52469894,5120x5120,uint16,1,320.0,40464.0,1124.0001336669923,352.88851212144465,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1121.8432305908202,26214400,,90,90-Camera1[20600555].tif,52469894,5120x5120,uint16,1,416.0,41104.0,1121.8432305908202,352.7991434183082,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1120.6494500732422,26214400,,91,91-Camera1[20600555].tif,52469894,5120x5120,uint16,1,352.0,38992.0,1120.6494500732422,352.8934796095422,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1120.5963952636719,26214400,,92,92-Camera1[20600555].tif,52469894,5120x5120,uint16,1,384.0,40560.0,1120.5963952636719,352.4239184242942,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1123.9307788085937,26214400,,93,93-Camera1[20600555].tif,52469894,5120x5120,uint16,1,448.0,41184.0,1123.9307788085937,352.826745911223,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1122.2067407226561,26214400,,94,94-Camera1[20600555].tif,52469894,5120x5120,uint16,1,384.0,41216.0,1122.2067407226561,352.69488739725665,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1122.8172924804687,26214400,,95,95-Camera1[20600555].tif,52469894,5120x5120,uint16,1,432.0,39808.0,1122.8172924804687,352.4082793899863,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1121.4289056396485,26214400,,96,96-Camera1[20600555].tif,52469894,5120x5120,uint16,1,368.0,41040.0,1121.4289056396485,352.6701634884936,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1121.228775024414,26214400,,97,97-Camera1[20600555].tif,52469894,5120x5120,uint16,1,432.0,40416.0,1121.228775024414,352.5119597990795,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1120.7985974121093,26214400,,98,98-Camera1[20600555].tif,52469894,5120x5120,uint16,1,432.0,39296.0,1120.7985974121093,352.55970645717963,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1118.9742297363282,26214400,,99,99-Camera1[20600555].tif,52469894,5120x5120,uint16,1,400.0,39552.0,1118.9742297363282,352.68771304382636,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1121.1759783935547,26214400,,100,100-Camera1[20600555].tif,52469894,5120x5120,uint16,1,448.0,39984.0,1121.1759783935547,352.65424533465085,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1119.0275592041016,26214400,,101,101-Camera1[20600555].tif,52469894,5120x5120,uint16,1,400.0,41008.0,1119.0275592041016,351.94881135468586,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1118.476614379883,26214400,,102,102-Camera1[20600555].tif,52469894,5120x5120,uint16,1,400.0,41264.0,1118.476614379883,352.1622987730374,0.0,0.0
1,1,512,2304,2304,512,512,Per-frame sampled pixel mean in raw DN; stride recorded in pixel_statistics_stride.,1118.1433917236327,26214400,,103,103-Camera1[20600555].tif,52469894,5120x5120,uint16,1,384.0,40160.0,1118.1433917236327,352.315782631513,0.0,0.0
