split,pair_type,pair_id,content_id,condition_id,scene_id,sigma_DN,seed,residual_mean_DN,residual_std_DN,residual_std_relative_error,residual_skewness,residual_excess_kurtosis,negative_before_clipping_ratio,above_one_before_clipping_ratio,added_zero_ratio,added_one_ratio,brightness_shift_DN,gradient_ratio,noisy_round_trip_max_error_DN,residual_reconstruction_max_error_DN,patch_height,patch_width,number_of_pixels,standard_error_mean_DN,z_mean,clipping_mean_contribution_DN,pair_gate_pass,failure_reason
training,CG_SHARED,train_content_002_low_CG_SHARED,content_002,low,single_unknown_source_group,55.29993549356029,1537253669,0.0033815323739002506,55.38049360551769,0.0014567487509417171,0.008631359785795212,0.015227317810058594,0.0,0.0,0.0,0.0,0.0033815169323991867,1.3866910253121323,0.5,0.5,512,512,262144,0.10800768651085994,0.03130825669115915,-1.5441501063917507e-08,True,
training,G,train_content_002_mid_G,content_002,mid,single_unknown_source_group,91.4432,694588470,-0.09741290317849616,91.27588440810247,0.0018297215309343283,0.013645876199007034,-0.004749774932861328,0.0,0.0,0.0,0.0,-0.09741289747202231,1.411427480718891,0.5,0.5,512,512,262144,0.1786,-0.5454249898012102,5.706473849009797e-09,True,
training,CG_SHARED,train_content_002_mid_CG_SHARED,content_002,mid,single_unknown_source_group,88.23103152697934,694588470,-0.09399103322965063,88.06959155522237,0.001829741406883556,0.01364599633961916,-0.004749298095703125,0.0,0.0,0.0,0.0,-0.09399101815899868,1.3829841189952057,0.5,0.5,512,512,262144,0.17232623345113152,-0.545424984619679,1.5070651948612124e-08,True,
training,G,train_content_002_high_G,content_002,high,single_unknown_source_group,91.4432,2037586311,0.20273028546168792,91.41649860680573,0.00029199976809946265,-0.0008963673608377576,-0.011894464492797852,0.0,0.0,0.0,0.0,0.202730205298991,1.1466400906083063,0.5,0.5,512,512,262144,0.1786,1.135107981308443,-8.016269692490141e-08,True,
training,CG_SHARED,train_content_002_high_CG_SHARED,content_002,high,single_unknown_source_group,148.4405090006516,2037586311,0.3290937612532472,148.39716991764797,0.0002919626407601833,-0.0008964154403656721,-0.01189565658569336,0.0,0.0,0.0,0.0,0.329093740830082,1.3867406460712504,0.5,0.5,512,512,262144,0.28992286914189763,1.1351079762258356,-2.0423165159044743e-08,True,
training,G,train_content_003_low_G,content_003,low,single_unknown_source_group,91.4432,247086416,-0.08662781596099611,91.63864857031777,0.002137376757569347,0.006173428148031235,-0.006217002868652344,0.0,0.0,0.0,0.0,-0.08662776129236605,2.0381669668799356,0.5,0.5,512,512,262144,0.1786,-0.4850381632754541,5.4668630067311597e-08,True,
training,CG_SHARED,train_content_003_low_CG_SHARED,content_003,low,single_unknown_source_group,55.29993549356029,247086416,-0.05238784967659538,55.41813041513698,0.002137342847180204,0.006173568312078714,-0.006216764450073242,0.0,0.0,0.0,0.0,-0.05238785452842176,1.3790864251947974,0.5,0.5,512,512,262144,0.10800768651085994,-0.48503816134722866,-4.8518263850994e-09,True,
training,G,train_content_003_mid_G,content_003,mid,single_unknown_source_group,91.4432,1792091682,0.06676479054668566,91.40108598977962,0.00046054829905764293,0.007436745334416628,0.00466156005859375,0.0,0.0,0.0,0.0,0.0667647441008512,1.404627002250427,0.5,0.5,512,512,262144,0.1786,0.37382301537897905,-4.6445834456232404e-08,True,
training,CG_SHARED,train_content_003_mid_CG_SHARED,content_003,mid,single_unknown_source_group,88.23103152697934,1792091682,0.06441950820815326,88.19039513428503,0.0004605680336162029,0.007436531130224466,0.004662036895751953,0.0,0.0,0.0,0.0,0.06441954351877222,1.3766086565242444,0.5,0.5,512,512,262144,0.17232623345113152,0.37382299211234965,3.531061895656329e-08,True,
training,G,train_content_003_high_G,content_003,high,single_unknown_source_group,91.4432,2790825624,0.02330850261816686,91.24926053569905,0.0021208735510235156,-0.0011074722278863192,6.67572021484375e-06,0.0,0.0,0.0,0.0,0.023308572924243265,1.144168607076522,0.5,0.5,512,512,262144,0.1786,0.1305067335843609,7.030607640512443e-08,True,
training,CG_SHARED,train_content_003_high_CG_SHARED,content_003,high,single_unknown_source_group,148.4405090006516,2790825624,0.037836867136987085,148.12569091735728,0.002120836727209893,-0.0011074309004470706,5.7220458984375e-06,0.0,0.0,0.0,0.0,0.037837142419814285,1.378885533687932,0.5,0.5,512,512,262144,0.28992286914189763,0.13050666630395583,2.7528282720012953e-07,True,
training,G,train_content_004_low_G,content_004,low,single_unknown_source_group,91.4432,3172209458,0.01531779339297093,91.36814434718507,0.0008207898762831885,0.0003983746573794633,0.007050991058349609,0.0,0.0,0.0,0.0,0.015317814102493443,2.05067609299741,0.5,0.5,512,512,262144,0.1786,0.08576592045336466,2.070952251354008e-08,True,
training,CG_SHARED,train_content_004_low_CG_SHARED,content_004,low,single_unknown_source_group,55.29993549356029,3172209458,0.009263372277448945,55.254543977384785,0.000820824034791002,0.00039849767927080393,0.007050275802612305,0.0,0.0,0.0,0.0,0.009263490244895145,1.3835392510554927,0.5,0.5,512,512,262144,0.10800768651085994,0.08576586145577271,1.1796744620040656e-07,True,
training,G,train_content_004_mid_G,content_004,mid,single_unknown_source_group,91.4432,341278036,0.018824610491761984,91.75642243837613,0.003425322368160013,-0.005193810909986496,0.01523137092590332,0.0,0.0,0.0,0.0,0.018824552254592675,1.4153873991032258,0.5,0.5,512,512,262144,0.1786,0.10540095460113093,-5.8237169309194314e-08,True,
training,CG_SHARED,train_content_004_mid_CG_SHARED,content_004,mid,single_unknown_source_group,88.23103152697934,341278036,0.018163354174279833,88.53324951639327,0.0034253026875416316,-0.005193671677261591,0.01523137092590332,0.0,0.0,0.0,0.0,0.01816336755346981,1.3866605320653866,0.5,0.5,512,512,262144,0.17232623345113152,0.10540098167601754,1.3379189978124373e-08,True,
training,G,train_content_004_high_G,content_004,high,single_unknown_source_group,91.4432,2224148621,0.07806617968507656,91.46065062163217,0.00019083564039933638,0.003202353371307254,0.008173942565917969,0.0,0.0,0.0,0.0,0.07806610008282533,1.1466208614351638,0.5,0.5,512,512,262144,0.1786,0.43710067012920806,-7.960225123504472e-08,True,
training,CG_SHARED,train_content_004_high_CG_SHARED,content_004,high,single_unknown_source_group,148.4405090006516,2224148621,0.12672546764457232,148.46884221153175,0.00019087249882738331,0.0032021936494857073,0.008172988891601562,0.0,0.0,0.0,0.0,0.1267255281072721,1.3858965411434863,0.5,0.5,512,512,262144,0.28992286914189763,0.437100626175677,6.046269979131935e-08,True,
training,G,train_content_005_low_G,content_005,low,single_unknown_source_group,91.4432,4035969193,0.06154665674907012,91.62688891229428,0.0020087760740467547,-0.0011666940990835428,-0.009604692459106445,0.0,0.0,0.0,0.0,0.06154659574868937,2.1326726464216486,0.5,0.5,512,512,262144,0.1786,0.34460614081226265,-6.100038074663416e-08,True,
training,CG_SHARED,train_content_005_low_CG_SHARED,content_005,low,single_unknown_source_group,55.29993549356029,4035969193,0.03722010598846115,55.411018807219854,0.0020087421923394243,-0.0011666438076645136,-0.009603261947631836,0.0,0.0,0.0,0.0,0.03722013898746823,1.4133619124236168,0.5,0.5,512,512,262144,0.10800768651085994,0.34460608490784356,3.299900708242376e-08,True,
training,G,train_content_005_mid_G,content_005,mid,single_unknown_source_group,91.4432,3969493384,-0.3204455163027313,91.67787119728078,0.0025663056113606627,0.002961960155516863,0.004698753356933594,0.0,0.0,0.0,0.0,-0.3204455837741893,1.441725242624427,0.5,0.5,512,512,262144,0.1786,-1.7942078180444083,-6.747145797625365e-08,True,
training,CG_SHARED,train_content_005_mid_CG_SHARED,content_005,mid,single_unknown_source_group,88.23103152697934,3969493384,-0.3091890756094571,88.45745757916548,0.0025662859004080096,0.0029619517736136913,0.004698753356933594,0.0,0.0,0.0,0.0,-0.3091890347837989,1.4110626287359476,0.5,0.5,512,512,262144,0.17232623345113152,-1.7942078197695726,4.082565818741557e-08,True,
training,G,train_content_005_high_G,content_005,high,single_unknown_source_group,91.4432,519374282,0.12054243999008274,91.49415264096494,0.0005572053576967646,0.0025426754727959633,-0.022543668746948242,0.0,0.0,0.0,0.0,0.12054206874092088,1.1592046339842017,0.5,0.5,512,512,262144,0.1786,0.6749296751964319,-3.7124916185682366e-07,True,
training,CG_SHARED,train_content_005_high_CG_SHARED,content_005,high,single_unknown_source_group,148.4405090006516,519374282,0.19567756804148573,148.52322632384016,0.0005572422497433775,0.0025427108630537987,-0.02254509925842285,0.0,0.0,0.0,0.0,0.1956778189313546,1.4171749171377737,0.5,0.5,512,512,262144,0.28992286914189763,0.6749297446615528,2.508898688802219e-07,True,
training,G,train_content_006_low_G,content_006,low,single_unknown_source_group,91.4432,2699997200,-0.11735610338861058,91.29358114027826,0.0016361944870886098,0.0030278689227998257,0.0014257431030273438,0.0,0.0,0.0,0.0,-0.11735601020957276,2.2105575860551796,0.5,0.5,512,512,262144,0.1786,-0.6570890447290626,9.317903781891346e-08,True,
training,CG_SHARED,train_content_006_low_CG_SHARED,content_006,low,single_unknown_source_group,55.29993549356029,2699997200,-0.07097067052954464,55.20945215725714,0.0016362286048902943,0.003027812112122774,0.0014264583587646484,0.0,0.0,0.0,0.0,-0.07097071212307515,1.4430837433421446,0.5,0.5,512,512,262144,0.10800768651085994,-0.657089072289394,-4.159353050869896e-08,True,
training,G,train_content_006_mid_G,content_006,mid,single_unknown_source_group,91.4432,4056292881,-0.09990240454328747,91.44190616847229,1.4149018491459457e-05,-0.0012697131605818868,-0.005565166473388672,0.0,0.0,0.0,0.0,-0.09990245329516867,1.4738861005212402,0.5,0.5,512,512,262144,0.1786,-0.5593639672076566,-4.875188119868312e-08,True,
training,CG_SHARED,train_content_006_mid_CG_SHARED,content_006,mid,single_unknown_source_group,88.23103152697934,4056292881,-0.09639308097417959,88.22978138455788,1.4168965270144845e-05,-0.0012697250349447131,-0.005565166473388672,0.0,0.0,0.0,0.0,-0.09639318908554628,1.4411134161287777,0.5,0.5,512,512,262144,0.17232623345113152,-0.5593639403806435,-1.0811136669230947e-07,True,
training,G,train_content_006_high_G,content_006,high,single_unknown_source_group,91.4432,2905754587,0.1185593818247801,91.32248471125149,0.001320112252726432,-0.005010864231735468,-0.002297639846801758,0.0,0.0,0.0,0.0,0.11855942033493605,1.1672463805893218,0.5,0.5,512,512,262144,0.1786,0.6638263260066074,3.8510155953019876e-08,True,
training,CG_SHARED,train_content_006_high_CG_SHARED,content_006,high,single_unknown_source_group,148.4405090006516,2905754587,0.1924584317421063,148.24455633918217,0.00132007538096329,-0.005010711960494518,-0.002298593521118164,0.0,0.0,0.0,0.0,0.19245826391567356,1.4404512551168893,0.5,0.5,512,512,262144,0.28992286914189763,0.6638263215031545,-1.6782643275092823e-07,True,
training,G,train_content_007_low_G,content_007,low,single_unknown_source_group,91.4432,3309080162,-0.15905194723926397,91.40739945343498,0.0003915058371210539,-0.0030371721368283033,-0.005124568939208984,0.0,0.0,0.0,0.0,-0.159051974993365,2.1840436586093643,0.5,0.5,512,512,262144,0.1786,-0.8905484167931913,-2.7754101017407606e-08,True,
training,CG_SHARED,train_content_007_low_CG_SHARED,content_007,low,single_unknown_source_group,55.29993549356029,3309080162,-0.09618607176938565,55.278283364540066,0.00039153986034480234,-0.003037272719666362,-0.005124568939208984,0.0,0.0,0.0,0.0,-0.0961861222167748,1.4331528127980435,0.5,0.5,512,512,262144,0.10800768651085994,-0.8905483940692901,-5.0447389154939515e-08,True,
training,G,train_content_007_mid_G,content_007,mid,single_unknown_source_group,91.4432,1633638450,-0.2359982388816917,91.28325893954542,0.0017490754966425631,-0.011303691193461418,-0.012045145034790039,0.0,0.0,0.0,0.0,-0.23599828846756488,1.4641846338152424,0.5,0.5,512,512,262144,0.1786,-1.3213787171427305,-4.958587318526497e-08,True,
training,CG_SHARED,train_content_007_mid_CG_SHARED,content_007,mid,single_unknown_source_group,88.23103152697934,1633638450,-0.2277082102668344,88.07670703066147,0.001749095455952818,-0.011303627863526344,-0.012046098709106445,0.0,0.0,0.0,0.0,-0.22770824869733808,1.4321907930503515,0.5,0.5,512,512,262144,0.17232623345113152,-1.3213786764010493,-3.843050366825196e-08,True,
training,G,train_content_007_high_G,content_007,high,single_unknown_source_group,91.4432,21790643,0.1323348934216868,91.51657189543577,0.000802376726052564,-0.0017148090992122889,0.011181831359863281,0.0,0.0,0.0,0.0,0.13233502981233158,1.1643700197251967,0.5,0.5,512,512,262144,0.1786,0.7409568500654357,1.3639064477821705e-07,True,
training,CG_SHARED,train_content_007_high_CG_SHARED,content_007,high,single_unknown_source_group,148.4405090006516,21790643,0.2148203459923434,148.55961971000315,0.0008024137760874757,-0.0017146609025076032,0.011181831359863281,0.0,0.0,0.0,0.0,0.2148204601396575,1.4332956965395873,0.5,0.5,512,512,262144,0.28992286914189763,0.74095688494033,1.1414731410086532e-07,True,
training,G,train_content_008_low_G,content_008,low,single_unknown_source_group,91.4432,532827954,0.07437641617183868,91.54350153803485,0.0010968725726444562,0.01036096177995205,-0.0036325454711914062,0.0,0.0,0.0,0.0,0.07437646577357349,2.1836070444432694,0.5,0.5,512,512,262144,0.1786,0.4164412999543039,4.9601734802839914e-08,True,
training,CG_SHARED,train_content_008_low_CG_SHARED,content_008,low,single_unknown_source_group,55.29993549356029,532827954,0.04497886563081857,55.36059057545427,0.0010968382033834368,0.010360969230532646,-0.0036330223083496094,0.0,0.0,0.0,0.0,0.044978834158309056,1.4327066356541585,0.5,0.5,512,512,262144,0.10800768651085994,0.41644133935130667,-3.1472509515184655e-08,True,
training,G,train_content_008_mid_G,content_008,mid,single_unknown_source_group,91.4432,2199400148,-0.0424659185572791,91.46620900563602,0.00025162073982551577,0.01192273199558258,-0.006574869155883789,0.0,0.0,0.0,0.0,-0.04246583206503729,1.463658960556467,0.5,0.5,512,512,262144,0.1786,-0.23777110054467582,8.649224181311865e-08,True,
training,CG_SHARED,train_content_008_mid_CG_SHARED,content_008,mid,single_unknown_source_group,88.23103152697934,2199400148,-0.04097421099427767,88.25323053532757,0.0002516009159594848,0.01192270778119564,-0.006574153900146484,0.0,0.0,0.0,0.0,-0.04097427338572324,1.4316460522569185,0.5,0.5,512,512,262144,0.17232623345113152,-0.2377711749029621,-6.23914455655239e-08,True,
training,G,train_content_008_high_G,content_008,high,single_unknown_source_group,91.4432,4251948161,-0.04719534395152797,91.41246078453588,0.000336156384117392,0.0003480942395981401,-0.006146907806396484,0.0,0.0,0.0,0.0,-0.04719527437428539,1.162092660379305,0.5,0.5,512,512,262144,0.1786,-0.26425164586521815,6.957724257850018e-08,True,
training,CG_SHARED,train_content_008_high_CG_SHARED,content_008,high,single_unknown_source_group,148.4405090006516,4251948161,-0.07661260697031635,148.3906152511114,0.00033611949915888514,0.0003480293962638825,-0.006147861480712891,0.0,0.0,0.0,0.0,-0.07661266323083282,1.4292483264624876,0.5,0.5,512,512,262144,0.28992286914189763,-0.2642516859641716,-5.6260516467787625e-08,True,
training,G,train_content_009_low_G,content_009,low,single_unknown_source_group,91.4432,1368547575,-0.2594342935481846,91.34642053105863,0.0010583561045695896,0.0036104111932218075,0.0003991127014160156,0.0,0.0,0.0,0.0,-0.2594342795097315,2.130979306552667,0.5,0.5,512,512,262144,0.1786,-1.452599627929365,1.4038453066689272e-08,True,
training,CG_SHARED,train_content_009_low_CG_SHARED,content_009,low,single_unknown_source_group,55.29993549356029,1368547575,-0.15689192765816318,55.241406597728115,0.0010583899476517688,0.0036104032769799232,0.0003981590270996094,0.0,0.0,0.0,0.0,-0.1568920325992762,1.4134871340428967,0.5,0.5,512,512,262144,0.10800768651085994,-1.452599650325702,-1.0494111302161713e-07,True,
training,G,train_content_009_mid_G,content_009,mid,single_unknown_source_group,91.4432,1676917586,-0.008785386214994362,91.81986378650153,0.0041191011086830305,-0.005320090334862471,0.0009679794311523438,0.0,0.0,0.0,0.0,-0.008785383829916782,1.448300478935371,0.5,0.5,512,512,262144,0.1786,-0.04919029235719127,2.385077579880601e-09,True,
training,CG_SHARED,train_content_009_mid_CG_SHARED,content_009,mid,single_unknown_source_group,88.23103152697934,1676917586,-0.008476775834413641,88.59446230441867,0.0041190811344895524,-0.005320075433701277,0.0009677410125732422,0.0,0.0,0.0,0.0,-0.008476845676304023,1.4172890435741325,0.5,0.5,512,512,262144,0.17232623345113152,-0.04919028092619163,-6.984189038217181e-08,True,
training,G,train_content_009_high_G,content_009,high,single_unknown_source_group,91.4432,1635727932,0.19109892183518662,91.74731984250583,0.00332577865282303,-0.008235324174165726,0.007000923156738281,0.0,0.0,0.0,0.0,0.19109907907891355,1.1596001819122799,0.5,0.5,512,512,262144,0.1786,1.0699827650346394,1.572437269281579e-07,True,
training,CG_SHARED,train_content_009_high_CG_SHARED,content_009,high,single_unknown_source_group,148.4405090006516,1635727932,0.3102124816120271,148.9341947654333,0.003325815628802075,-0.008235244080424309,0.007000923156738281,0.0,0.0,0.0,0.0,0.31021251520197524,1.4199994784827739,0.5,0.5,512,512,262144,0.28992286914189763,1.0699827941486018,3.358994815627625e-08,True,
training,G,train_content_010_low_G,content_010,low,single_unknown_source_group,91.4432,3378119893,0.022969994198409727,91.78805366662411,0.0037712335813281247,0.0017342951614409685,-0.010953187942504883,0.0,0.0,0.0,0.0,0.02297000065796695,2.142462375168587,0.5,0.5,512,512,262144,0.1786,0.12861138968874428,6.459557222449064e-09,True,
training,CG_SHARED,train_content_010_low_CG_SHARED,content_010,low,single_unknown_source_group,55.29993549356029,3378119893,0.013891016387550359,55.50848256785069,0.0037711992324961424,0.001734233577735722,-0.010952472686767578,0.0,0.0,0.0,0.0,0.013891062029047774,1.4169779085422172,0.5,0.5,512,512,262144,0.10800768651085994,0.12861136865618955,4.564149741481671e-08,True,
training,G,train_content_010_mid_G,content_010,mid,single_unknown_source_group,91.4432,3352182403,-0.19014763440720728,91.25150315556083,0.0020963488202422756,0.003012181492522359,0.006238698959350586,0.0,0.0,0.0,0.0,-0.19014770614210974,1.4481050949650722,0.5,0.5,512,512,262144,0.1786,-1.064656407655136,-7.173490246259462e-08,True,
training,CG_SHARED,train_content_010_mid_CG_SHARED,content_010,mid,single_unknown_source_group,88.23103152697934,3352182403,-0.18346823732433526,88.04606673057098,0.002096368966872987,0.0030121502932161093,0.006238460540771484,0.0,0.0,0.0,0.0,-0.18346817676119898,1.4172946545177627,0.5,0.5,512,512,262144,0.17232623345113152,-1.0646564579870736,6.056313628377552e-08,True,
training,G,train_content_010_high_G,content_010,high,single_unknown_source_group,91.4432,196567391,-0.048688298045121536,91.35467660874596,0.0009680697006889834,-0.0015449804486706853,-0.004789113998413086,0.0,0.0,0.0,0.0,-0.04868814142543698,1.1558626807379337,0.5,0.5,512,512,262144,0.1786,-0.27261085131646995,1.5661968455482622e-07,True,
training,CG_SHARED,train_content_010_high_CG_SHARED,content_010,high,single_unknown_source_group,148.4405090006516,196567391,-0.07903613423314643,148.2968137316201,0.0009680327155902302,-0.0015449566999450326,-0.004790067672729492,0.0,0.0,0.0,0.0,-0.07903630942976747,1.4121836072765093,0.5,0.5,512,512,262144,0.28992286914189763,-0.27261089981302433,-1.7519662104392708e-07,True,
training,G,train_content_011_low_G,content_011,low,single_unknown_source_group,91.4432,1667814587,0.21443135112760714,91.33731758479281,0.0011579036517443686,0.00023709735251031816,0.004533052444458008,0.0,0.0,0.0,0.0,0.21443138726990885,2.1340474833727456,0.5,0.5,512,512,262144,0.1786,1.2006234665599502,3.6142301707009494e-08,True,
training,CG_SHARED,train_content_011_low_CG_SHARED,content_011,low,single_unknown_source_group,55.29993549356029,1667814587,0.12967656678813044,55.235901617778424,0.0011579376216329148,0.00023713494010735303,0.004533290863037109,0.0,0.0,0.0,0.0,0.12967651491990306,1.4149328502333984,0.5,0.5,512,512,262144,0.10800768651085994,1.2006235016902407,-5.186822737979213e-08,True,
training,G,train_content_011_mid_G,content_011,mid,single_unknown_source_group,91.4432,4077428380,-0.0587821093617677,91.2894553493217,0.0016813131066968955,-0.003718257648870349,-0.013132095336914062,0.0,0.0,0.0,0.0,-0.05878193318109126,1.444645238725458,0.5,0.5,512,512,262144,0.1786,-0.32912715208156607,1.761806764366547e-07,True,
training,CG_SHARED,train_content_011_mid_CG_SHARED,content_011,mid,single_unknown_source_group,88.23103152697934,4077428380,-0.05671723670400147,88.08268577299782,0.0016813331025848318,-0.003718174062669277,-0.013132810592651367,0.0,0.0,0.0,0.0,-0.056717030921937805,1.4139272610457925,0.5,0.5,512,512,262144,0.17232623345113152,-0.3291271187685154,2.057820636669483e-07,True,
training,G,train_content_011_high_G,content_011,high,single_unknown_source_group,91.4432,3888796303,0.2208939007061934,91.36742548648553,0.0008286511573793842,0.007393027655780315,0.0034008026123046875,0.0,0.0,0.0,0.0,0.2208937630721941,1.1562873671443665,0.5,0.5,512,512,262144,0.1786,1.236807954681934,-1.3763399930866171e-07,True,
training,CG_SHARED,train_content_011_high_CG_SHARED,content_011,high,single_unknown_source_group,148.4405090006516,3888796303,0.35857893769066607,148.31750908414577,0.0008286142194869391,0.0073930928483605385,0.003401041030883789,0.0,0.0,0.0,0.0,0.3585788207873275,1.4126922154848118,0.5,0.5,512,512,262144,0.28992286914189763,1.2368080474368026,-1.169033385650664e-07,True,
training,G,train_content_012_low_G,content_012,low,single_unknown_source_group,91.4432,2155198751,-0.3685942163559126,91.50742966216278,0.0007023995459779797,0.0010538528440520167,0.002782583236694336,0.0,0.0,0.0,0.0,-0.36859421040658535,2.1063692108190604,0.5,0.5,512,512,262144,0.1786,-2.063797404008469,5.949327253063075e-09,True,
training,CG_SHARED,train_content_012_low_CG_SHARED,content_012,low,single_unknown_source_group,55.29993549356029,2155198751,-0.22290597362905418,55.338776259109125,0.0007023654765990943,0.0010539342183619738,0.0027828216552734375,0.0,0.0,0.0,0.0,-0.22290593971578065,1.4051708025094776,0.5,0.5,512,512,262144,0.10800768651085994,-2.063797316931156,3.3913273522756526e-08,True,
training,G,train_content_012_mid_G,content_012,mid,single_unknown_source_group,91.4432,3726070123,-0.27220925210328684,91.58316711949506,0.0015306454662025633,-0.0007397340959869325,0.00974893569946289,0.0,0.0,0.0,0.0,-0.2722093225963462,1.4327279356101366,0.5,0.5,512,512,262144,0.1786,-1.5241279513061972,-7.049305938977568e-08,True,
training,CG_SHARED,train_content_012_mid_CG_SHARED,content_012,mid,single_unknown_source_group,88.23103152697934,3726070123,-0.2626472247287963,88.366080223332,0.0015306258355528108,-0.0007398301968351007,0.009749412536621094,0.0,0.0,0.0,0.0,-0.26264724901114533,1.402750494342594,0.5,0.5,512,512,262144,0.17232623345113152,-1.5241279256723157,-2.4282349020410265e-08,True,
training,G,train_content_012_high_G,content_012,high,single_unknown_source_group,91.4432,448017695,0.0874437269004199,91.3769536224715,0.0007244538416033175,-0.00290101976133883,0.00882720947265625,0.0,0.0,0.0,0.0,0.08744380860475687,1.1543181897223778,0.5,0.5,512,512,262144,0.1786,0.4896065335969759,8.170433696275126e-08,True,
