source_key,folder,frame_index,source_path,split,role,pair_key
folder_1_frame_38,1,38,D:\iccd\data\20260319\1\38-Camera1[20600555].tif,train,target_member,folder_1_block_05
folder_1_frame_39,1,39,D:\iccd\data\20260319\1\39-Camera1[20600555].tif,train,target_member,folder_1_block_05
folder_1_frame_40,1,40,D:\iccd\data\20260319\1\40-Camera1[20600555].tif,train,target_member,folder_1_block_05
folder_1_frame_41,1,41,D:\iccd\data\20260319\1\41-Camera1[20600555].tif,train,target_member,folder_1_block_05
folder_1_frame_42,1,42,D:\iccd\data\20260319\1\42-Camera1[20600555].tif,train,target_member,folder_1_block_05
folder_1_frame_43,1,43,D:\iccd\data\20260319\1\43-Camera1[20600555].tif,train,target_member,folder_1_block_05
folder_1_frame_44,1,44,D:\iccd\data\20260319\1\44-Camera1[20600555].tif,train,target_member,folder_1_block_05
folder_1_frame_45,1,45,D:\iccd\data\20260319\1\45-Camera1[20600555].tif,train,target_member,folder_1_block_05
folder_1_frame_46,1,46,D:\iccd\data\20260319\1\46-Camera1[20600555].tif,train,input,folder_1_block_06
folder_1_frame_47,1,47,D:\iccd\data\20260319\1\47-Camera1[20600555].tif,train,target_member,folder_1_block_06
folder_1_frame_48,1,48,D:\iccd\data\20260319\1\48-Camera1[20600555].tif,train,target_member,folder_1_block_06
folder_1_frame_49,1,49,D:\iccd\data\20260319\1\49-Camera1[20600555].tif,train,target_member,folder_1_block_06
folder_1_frame_50,1,50,D:\iccd\data\20260319\1\50-Camera1[20600555].tif,train,target_member,folder_1_block_06
folder_1_frame_51,1,51,D:\iccd\data\20260319\1\51-Camera1[20600555].tif,train,target_member,folder_1_block_06
folder_1_frame_52,1,52,D:\iccd\data\20260319\1\52-Camera1[20600555].tif,train,target_member,folder_1_block_06
folder_1_frame_53,1,53,D:\iccd\data\20260319\1\53-Camera1[20600555].tif,train,target_member,folder_1_block_06
folder_1_frame_54,1,54,D:\iccd\data\20260319\1\54-Camera1[20600555].tif,train,target_member,folder_1_block_06
folder_1_frame_55,1,55,D:\iccd\data\20260319\1\55-Camera1[20600555].tif,train,input,folder_1_block_07
folder_1_frame_56,1,56,D:\iccd\data\20260319\1\56-Camera1[20600555].tif,train,target_member,folder_1_block_07
folder_1_frame_57,1,57,D:\iccd\data\20260319\1\57-Camera1[20600555].tif,train,target_member,folder_1_block_07
folder_1_frame_58,1,58,D:\iccd\data\20260319\1\58-Camera1[20600555].tif,train,target_member,folder_1_block_07
folder_1_frame_59,1,59,D:\iccd\data\20260319\1\59-Camera1[20600555].tif,train,target_member,folder_1_block_07
folder_1_frame_60,1,60,D:\iccd\data\20260319\1\60-Camera1[20600555].tif,train,target_member,folder_1_block_07
folder_1_frame_61,1,61,D:\iccd\data\20260319\1\61-Camera1[20600555].tif,train,target_member,folder_1_block_07
folder_1_frame_62,1,62,D:\iccd\data\20260319\1\62-Camera1[20600555].tif,train,target_member,folder_1_block_07
folder_1_frame_63,1,63,D:\iccd\data\20260319\1\63-Camera1[20600555].tif,train,target_member,folder_1_block_07
folder_1_frame_64,1,64,D:\iccd\data\20260319\1\64-Camera1[20600555].tif,train,input,folder_1_block_08
folder_1_frame_65,1,65,D:\iccd\data\20260319\1\65-Camera1[20600555].tif,train,target_member,folder_1_block_08
folder_1_frame_66,1,66,D:\iccd\data\20260319\1\66-Camera1[20600555].tif,train,target_member,folder_1_block_08
folder_1_frame_67,1,67,D:\iccd\data\20260319\1\67-Camera1[20600555].tif,train,target_member,folder_1_block_08
folder_1_frame_68,1,68,D:\iccd\data\20260319\1\68-Camera1[20600555].tif,train,target_member,folder_1_block_08
folder_1_frame_69,1,69,D:\iccd\data\20260319\1\69-Camera1[20600555].tif,train,target_member,folder_1_block_08
folder_1_frame_70,1,70,D:\iccd\data\20260319\1\70-Camera1[20600555].tif,train,target_member,folder_1_block_08
folder_1_frame_71,1,71,D:\iccd\data\20260319\1\71-Camera1[20600555].tif,train,target_member,folder_1_block_08
folder_1_frame_72,1,72,D:\iccd\data\20260319\1\72-Camera1[20600555].tif,train,target_member,folder_1_block_08
folder_1_frame_73,1,73,D:\iccd\data\20260319\1\73-Camera1[20600555].tif,train,input,folder_1_block_09
folder_1_frame_74,1,74,D:\iccd\data\20260319\1\74-Camera1[20600555].tif,train,target_member,folder_1_block_09
folder_1_frame_75,1,75,D:\iccd\data\20260319\1\75-Camera1[20600555].tif,train,target_member,folder_1_block_09
folder_1_frame_76,1,76,D:\iccd\data\20260319\1\76-Camera1[20600555].tif,train,target_member,folder_1_block_09
folder_1_frame_77,1,77,D:\iccd\data\20260319\1\77-Camera1[20600555].tif,train,target_member,folder_1_block_09
folder_1_frame_78,1,78,D:\iccd\data\20260319\1\78-Camera1[20600555].tif,train,target_member,folder_1_block_09
folder_1_frame_79,1,79,D:\iccd\data\20260319\1\79-Camera1[20600555].tif,train,target_member,folder_1_block_09
folder_1_frame_80,1,80,D:\iccd\data\20260319\1\80-Camera1[20600555].tif,train,target_member,folder_1_block_09
folder_1_frame_81,1,81,D:\iccd\data\20260319\1\81-Camera1[20600555].tif,train,target_member,folder_1_block_09
folder_1_frame_82,1,82,D:\iccd\data\20260319\1\82-Camera1[20600555].tif,train,input,folder_1_block_10
folder_1_frame_83,1,83,D:\iccd\data\20260319\1\83-Camera1[20600555].tif,train,target_member,folder_1_block_10
folder_1_frame_84,1,84,D:\iccd\data\20260319\1\84-Camera1[20600555].tif,train,target_member,folder_1_block_10
folder_1_frame_85,1,85,D:\iccd\data\20260319\1\85-Camera1[20600555].tif,train,target_member,folder_1_block_10
folder_1_frame_86,1,86,D:\iccd\data\20260319\1\86-Camera1[20600555].tif,train,target_member,folder_1_block_10
folder_1_frame_87,1,87,D:\iccd\data\20260319\1\87-Camera1[20600555].tif,train,target_member,folder_1_block_10
folder_1_frame_88,1,88,D:\iccd\data\20260319\1\88-Camera1[20600555].tif,train,target_member,folder_1_block_10
folder_1_frame_89,1,89,D:\iccd\data\20260319\1\89-Camera1[20600555].tif,train,target_member,folder_1_block_10
folder_1_frame_90,1,90,D:\iccd\data\20260319\1\90-Camera1[20600555].tif,train,target_member,folder_1_block_10
folder_1_frame_91,1,91,D:\iccd\data\20260319\1\91-Camera1[20600555].tif,train,input,folder_1_block_11
folder_1_frame_92,1,92,D:\iccd\data\20260319\1\92-Camera1[20600555].tif,train,target_member,folder_1_block_11
folder_1_frame_93,1,93,D:\iccd\data\20260319\1\93-Camera1[20600555].tif,train,target_member,folder_1_block_11
folder_1_frame_94,1,94,D:\iccd\data\20260319\1\94-Camera1[20600555].tif,train,target_member,folder_1_block_11
folder_1_frame_95,1,95,D:\iccd\data\20260319\1\95-Camera1[20600555].tif,train,target_member,folder_1_block_11
folder_1_frame_96,1,96,D:\iccd\data\20260319\1\96-Camera1[20600555].tif,train,target_member,folder_1_block_11
folder_1_frame_97,1,97,D:\iccd\data\20260319\1\97-Camera1[20600555].tif,train,target_member,folder_1_block_11
folder_1_frame_98,1,98,D:\iccd\data\20260319\1\98-Camera1[20600555].tif,train,target_member,folder_1_block_11
folder_1_frame_99,1,99,D:\iccd\data\20260319\1\99-Camera1[20600555].tif,train,target_member,folder_1_block_11
folder_1_frame_100,1,100,D:\iccd\data\20260319\1\100-Camera1[20600555].tif,train,input,folder_1_block_12
folder_1_frame_101,1,101,D:\iccd\data\20260319\1\101-Camera1[20600555].tif,train,target_member,folder_1_block_12
folder_1_frame_102,1,102,D:\iccd\data\20260319\1\102-Camera1[20600555].tif,train,target_member,folder_1_block_12
folder_1_frame_103,1,103,D:\iccd\data\20260319\1\103-Camera1[20600555].tif,train,target_member,folder_1_block_12
folder_1_frame_104,1,104,D:\iccd\data\20260319\1\104-Camera1[20600555].tif,train,target_member,folder_1_block_12
folder_1_frame_105,1,105,D:\iccd\data\20260319\1\105-Camera1[20600555].tif,train,target_member,folder_1_block_12
folder_1_frame_106,1,106,D:\iccd\data\20260319\1\106-Camera1[20600555].tif,train,target_member,folder_1_block_12
folder_1_frame_107,1,107,D:\iccd\data\20260319\1\107-Camera1[20600555].tif,train,target_member,folder_1_block_12
folder_1_frame_108,1,108,D:\iccd\data\20260319\1\108-Camera1[20600555].tif,train,target_member,folder_1_block_12
folder_1_frame_109,1,109,D:\iccd\data\20260319\1\109-Camera1[20600555].tif,train,input,folder_1_block_13
folder_1_frame_110,1,110,D:\iccd\data\20260319\1\110-Camera1[20600555].tif,train,target_member,folder_1_block_13
folder_1_frame_111,1,111,D:\iccd\data\20260319\1\111-Camera1[20600555].tif,train,target_member,folder_1_block_13
folder_1_frame_112,1,112,D:\iccd\data\20260319\1\112-Camera1[20600555].tif,train,target_member,folder_1_block_13
folder_1_frame_113,1,113,D:\iccd\data\20260319\1\113-Camera1[20600555].tif,train,target_member,folder_1_block_13
folder_1_frame_114,1,114,D:\iccd\data\20260319\1\114-Camera1[20600555].tif,train,target_member,folder_1_block_13
folder_1_frame_115,1,115,D:\iccd\data\20260319\1\115-Camera1[20600555].tif,train,target_member,folder_1_block_13
folder_1_frame_116,1,116,D:\iccd\data\20260319\1\116-Camera1[20600555].tif,train,target_member,folder_1_block_13
folder_1_frame_117,1,117,D:\iccd\data\20260319\1\117-Camera1[20600555].tif,train,target_member,folder_1_block_13
folder_1_frame_118,1,118,D:\iccd\data\20260319\1\118-Camera1[20600555].tif,train,input,folder_1_block_14
folder_1_frame_119,1,119,D:\iccd\data\20260319\1\119-Camera1[20600555].tif,train,target_member,folder_1_block_14
folder_1_frame_120,1,120,D:\iccd\data\20260319\1\120-Camera1[20600555].tif,train,target_member,folder_1_block_14
folder_1_frame_121,1,121,D:\iccd\data\20260319\1\121-Camera1[20600555].tif,train,target_member,folder_1_block_14
folder_1_frame_122,1,122,D:\iccd\data\20260319\1\122-Camera1[20600555].tif,train,target_member,folder_1_block_14
folder_1_frame_123,1,123,D:\iccd\data\20260319\1\123-Camera1[20600555].tif,train,target_member,folder_1_block_14
folder_1_frame_124,1,124,D:\iccd\data\20260319\1\124-Camera1[20600555].tif,train,target_member,folder_1_block_14
folder_1_frame_125,1,125,D:\iccd\data\20260319\1\125-Camera1[20600555].tif,train,target_member,folder_1_block_14
folder_1_frame_126,1,126,D:\iccd\data\20260319\1\126-Camera1[20600555].tif,train,target_member,folder_1_block_14
folder_1_frame_127,1,127,D:\iccd\data\20260319\1\127-Camera1[20600555].tif,train,input,folder_1_block_15
folder_1_frame_128,1,128,D:\iccd\data\20260319\1\128-Camera1[20600555].tif,train,target_member,folder_1_block_15
folder_1_frame_129,1,129,D:\iccd\data\20260319\1\129-Camera1[20600555].tif,train,target_member,folder_1_block_15
folder_1_frame_130,1,130,D:\iccd\data\20260319\1\130-Camera1[20600555].tif,train,target_member,folder_1_block_15
folder_1_frame_131,1,131,D:\iccd\data\20260319\1\131-Camera1[20600555].tif,train,target_member,folder_1_block_15
folder_1_frame_132,1,132,D:\iccd\data\20260319\1\132-Camera1[20600555].tif,train,target_member,folder_1_block_15
folder_1_frame_133,1,133,D:\iccd\data\20260319\1\133-Camera1[20600555].tif,train,target_member,folder_1_block_15
folder_1_frame_134,1,134,D:\iccd\data\20260319\1\134-Camera1[20600555].tif,train,target_member,folder_1_block_15
folder_1_frame_135,1,135,D:\iccd\data\20260319\1\135-Camera1[20600555].tif,train,target_member,folder_1_block_15
folder_1_frame_136,1,136,D:\iccd\data\20260319\1\136-Camera1[20600555].tif,train,input,folder_1_block_16
folder_1_frame_137,1,137,D:\iccd\data\20260319\1\137-Camera1[20600555].tif,train,target_member,folder_1_block_16
folder_1_frame_138,1,138,D:\iccd\data\20260319\1\138-Camera1[20600555].tif,train,target_member,folder_1_block_16
folder_1_frame_139,1,139,D:\iccd\data\20260319\1\139-Camera1[20600555].tif,train,target_member,folder_1_block_16
folder_1_frame_140,1,140,D:\iccd\data\20260319\1\140-Camera1[20600555].tif,train,target_member,folder_1_block_16
folder_1_frame_141,1,141,D:\iccd\data\20260319\1\141-Camera1[20600555].tif,train,target_member,folder_1_block_16
folder_1_frame_142,1,142,D:\iccd\data\20260319\1\142-Camera1[20600555].tif,train,target_member,folder_1_block_16
folder_1_frame_143,1,143,D:\iccd\data\20260319\1\143-Camera1[20600555].tif,train,target_member,folder_1_block_16
folder_1_frame_144,1,144,D:\iccd\data\20260319\1\144-Camera1[20600555].tif,train,target_member,folder_1_block_16
folder_1_frame_145,1,145,D:\iccd\data\20260319\1\145-Camera1[20600555].tif,train,input,folder_1_block_17
folder_1_frame_146,1,146,D:\iccd\data\20260319\1\146-Camera1[20600555].tif,train,target_member,folder_1_block_17
folder_1_frame_147,1,147,D:\iccd\data\20260319\1\147-Camera1[20600555].tif,train,target_member,folder_1_block_17
folder_1_frame_148,1,148,D:\iccd\data\20260319\1\148-Camera1[20600555].tif,train,target_member,folder_1_block_17
folder_1_frame_149,1,149,D:\iccd\data\20260319\1\149-Camera1[20600555].tif,train,target_member,folder_1_block_17
folder_1_frame_150,1,150,D:\iccd\data\20260319\1\150-Camera1[20600555].tif,train,target_member,folder_1_block_17
folder_1_frame_151,1,151,D:\iccd\data\20260319\1\151-Camera1[20600555].tif,train,target_member,folder_1_block_17
folder_1_frame_152,1,152,D:\iccd\data\20260319\1\152-Camera1[20600555].tif,train,target_member,folder_1_block_17
folder_1_frame_153,1,153,D:\iccd\data\20260319\1\153-Camera1[20600555].tif,train,target_member,folder_1_block_17
folder_1_frame_154,1,154,D:\iccd\data\20260319\1\154-Camera1[20600555].tif,train,input,folder_1_block_18
folder_1_frame_155,1,155,D:\iccd\data\20260319\1\155-Camera1[20600555].tif,train,target_member,folder_1_block_18
folder_1_frame_156,1,156,D:\iccd\data\20260319\1\156-Camera1[20600555].tif,train,target_member,folder_1_block_18
folder_1_frame_157,1,157,D:\iccd\data\20260319\1\157-Camera1[20600555].tif,train,target_member,folder_1_block_18
folder_1_frame_158,1,158,D:\iccd\data\20260319\1\158-Camera1[20600555].tif,train,target_member,folder_1_block_18
folder_1_frame_159,1,159,D:\iccd\data\20260319\1\159-Camera1[20600555].tif,train,target_member,folder_1_block_18
folder_1_frame_160,1,160,D:\iccd\data\20260319\1\160-Camera1[20600555].tif,train,target_member,folder_1_block_18
folder_1_frame_161,1,161,D:\iccd\data\20260319\1\161-Camera1[20600555].tif,train,target_member,folder_1_block_18
folder_1_frame_162,1,162,D:\iccd\data\20260319\1\162-Camera1[20600555].tif,train,target_member,folder_1_block_18
folder_1_frame_163,1,163,D:\iccd\data\20260319\1\163-Camera1[20600555].tif,train,input,folder_1_block_19
folder_1_frame_164,1,164,D:\iccd\data\20260319\1\164-Camera1[20600555].tif,train,target_member,folder_1_block_19
folder_1_frame_165,1,165,D:\iccd\data\20260319\1\165-Camera1[20600555].tif,train,target_member,folder_1_block_19
folder_1_frame_166,1,166,D:\iccd\data\20260319\1\166-Camera1[20600555].tif,train,target_member,folder_1_block_19
folder_1_frame_167,1,167,D:\iccd\data\20260319\1\167-Camera1[20600555].tif,train,target_member,folder_1_block_19
folder_1_frame_168,1,168,D:\iccd\data\20260319\1\168-Camera1[20600555].tif,train,target_member,folder_1_block_19
folder_1_frame_169,1,169,D:\iccd\data\20260319\1\169-Camera1[20600555].tif,train,target_member,folder_1_block_19
folder_1_frame_170,1,170,D:\iccd\data\20260319\1\170-Camera1[20600555].tif,train,target_member,folder_1_block_19
folder_1_frame_171,1,171,D:\iccd\data\20260319\1\171-Camera1[20600555].tif,train,target_member,folder_1_block_19
folder_1_frame_172,1,172,D:\iccd\data\20260319\1\172-Camera1[20600555].tif,train,input,folder_1_block_20
folder_1_frame_173,1,173,D:\iccd\data\20260319\1\173-Camera1[20600555].tif,train,target_member,folder_1_block_20
folder_1_frame_174,1,174,D:\iccd\data\20260319\1\174-Camera1[20600555].tif,train,target_member,folder_1_block_20
folder_1_frame_175,1,175,D:\iccd\data\20260319\1\175-Camera1[20600555].tif,train,target_member,folder_1_block_20
folder_1_frame_176,1,176,D:\iccd\data\20260319\1\176-Camera1[20600555].tif,train,target_member,folder_1_block_20
folder_1_frame_177,1,177,D:\iccd\data\20260319\1\177-Camera1[20600555].tif,train,target_member,folder_1_block_20
folder_1_frame_178,1,178,D:\iccd\data\20260319\1\178-Camera1[20600555].tif,train,target_member,folder_1_block_20
folder_1_frame_179,1,179,D:\iccd\data\20260319\1\179-Camera1[20600555].tif,train,target_member,folder_1_block_20
folder_1_frame_180,1,180,D:\iccd\data\20260319\1\180-Camera1[20600555].tif,train,target_member,folder_1_block_20
folder_1_frame_181,1,181,D:\iccd\data\20260319\1\181-Camera1[20600555].tif,train,input,folder_1_block_21
folder_1_frame_182,1,182,D:\iccd\data\20260319\1\182-Camera1[20600555].tif,train,target_member,folder_1_block_21
folder_1_frame_183,1,183,D:\iccd\data\20260319\1\183-Camera1[20600555].tif,train,target_member,folder_1_block_21
folder_1_frame_184,1,184,D:\iccd\data\20260319\1\184-Camera1[20600555].tif,train,target_member,folder_1_block_21
folder_1_frame_185,1,185,D:\iccd\data\20260319\1\185-Camera1[20600555].tif,train,target_member,folder_1_block_21
folder_1_frame_186,1,186,D:\iccd\data\20260319\1\186-Camera1[20600555].tif,train,target_member,folder_1_block_21
folder_1_frame_187,1,187,D:\iccd\data\20260319\1\187-Camera1[20600555].tif,train,target_member,folder_1_block_21
folder_1_frame_188,1,188,D:\iccd\data\20260319\1\188-Camera1[20600555].tif,train,target_member,folder_1_block_21
folder_1_frame_189,1,189,D:\iccd\data\20260319\1\189-Camera1[20600555].tif,train,target_member,folder_1_block_21
folder_1_frame_190,1,190,D:\iccd\data\20260319\1\190-Camera1[20600555].tif,train,input,folder_1_block_22
folder_1_frame_191,1,191,D:\iccd\data\20260319\1\191-Camera1[20600555].tif,train,target_member,folder_1_block_22
folder_1_frame_192,1,192,D:\iccd\data\20260319\1\192-Camera1[20600555].tif,train,target_member,folder_1_block_22
folder_1_frame_193,1,193,D:\iccd\data\20260319\1\193-Camera1[20600555].tif,train,target_member,folder_1_block_22
folder_1_frame_194,1,194,D:\iccd\data\20260319\1\194-Camera1[20600555].tif,train,target_member,folder_1_block_22
folder_1_frame_195,1,195,D:\iccd\data\20260319\1\195-Camera1[20600555].tif,train,target_member,folder_1_block_22
folder_1_frame_196,1,196,D:\iccd\data\20260319\1\196-Camera1[20600555].tif,train,target_member,folder_1_block_22
folder_1_frame_197,1,197,D:\iccd\data\20260319\1\197-Camera1[20600555].tif,train,target_member,folder_1_block_22
folder_1_frame_198,1,198,D:\iccd\data\20260319\1\198-Camera1[20600555].tif,train,target_member,folder_1_block_22
folder_2_frame_1,2,1,D:\iccd\data\20260319\2\1-Camera1[20600555].tif,train,input,folder_2_block_01
folder_2_frame_2,2,2,D:\iccd\data\20260319\2\2-Camera1[20600555].tif,train,target_member,folder_2_block_01
folder_2_frame_3,2,3,D:\iccd\data\20260319\2\3-Camera1[20600555].tif,train,target_member,folder_2_block_01
folder_2_frame_4,2,4,D:\iccd\data\20260319\2\4-Camera1[20600555].tif,train,target_member,folder_2_block_01
folder_2_frame_5,2,5,D:\iccd\data\20260319\2\5-Camera1[20600555].tif,train,target_member,folder_2_block_01
folder_2_frame_6,2,6,D:\iccd\data\20260319\2\6-Camera1[20600555].tif,train,target_member,folder_2_block_01
folder_2_frame_7,2,7,D:\iccd\data\20260319\2\7-Camera1[20600555].tif,train,target_member,folder_2_block_01
folder_2_frame_8,2,8,D:\iccd\data\20260319\2\8-Camera1[20600555].tif,train,target_member,folder_2_block_01
folder_2_frame_9,2,9,D:\iccd\data\20260319\2\9-Camera1[20600555].tif,train,target_member,folder_2_block_01
folder_2_frame_10,2,10,D:\iccd\data\20260319\2\10-Camera1[20600555].tif,train,input,folder_2_block_02
folder_2_frame_11,2,11,D:\iccd\data\20260319\2\11-Camera1[20600555].tif,train,target_member,folder_2_block_02
folder_2_frame_12,2,12,D:\iccd\data\20260319\2\12-Camera1[20600555].tif,train,target_member,folder_2_block_02
folder_2_frame_13,2,13,D:\iccd\data\20260319\2\13-Camera1[20600555].tif,train,target_member,folder_2_block_02
folder_2_frame_14,2,14,D:\iccd\data\20260319\2\14-Camera1[20600555].tif,train,target_member,folder_2_block_02
folder_2_frame_15,2,15,D:\iccd\data\20260319\2\15-Camera1[20600555].tif,train,target_member,folder_2_block_02
folder_2_frame_16,2,16,D:\iccd\data\20260319\2\16-Camera1[20600555].tif,train,target_member,folder_2_block_02
folder_2_frame_17,2,17,D:\iccd\data\20260319\2\17-Camera1[20600555].tif,train,target_member,folder_2_block_02
folder_2_frame_18,2,18,D:\iccd\data\20260319\2\18-Camera1[20600555].tif,train,target_member,folder_2_block_02
folder_2_frame_19,2,19,D:\iccd\data\20260319\2\19-Camera1[20600555].tif,train,input,folder_2_block_03
folder_2_frame_20,2,20,D:\iccd\data\20260319\2\20-Camera1[20600555].tif,train,target_member,folder_2_block_03
folder_2_frame_21,2,21,D:\iccd\data\20260319\2\21-Camera1[20600555].tif,train,target_member,folder_2_block_03
folder_2_frame_22,2,22,D:\iccd\data\20260319\2\22-Camera1[20600555].tif,train,target_member,folder_2_block_03
folder_2_frame_23,2,23,D:\iccd\data\20260319\2\23-Camera1[20600555].tif,train,target_member,folder_2_block_03
folder_2_frame_24,2,24,D:\iccd\data\20260319\2\24-Camera1[20600555].tif,train,target_member,folder_2_block_03
folder_2_frame_25,2,25,D:\iccd\data\20260319\2\25-Camera1[20600555].tif,train,target_member,folder_2_block_03
folder_2_frame_26,2,26,D:\iccd\data\20260319\2\26-Camera1[20600555].tif,train,target_member,folder_2_block_03
folder_2_frame_27,2,27,D:\iccd\data\20260319\2\27-Camera1[20600555].tif,train,target_member,folder_2_block_03
folder_2_frame_28,2,28,D:\iccd\data\20260319\2\28-Camera1[20600555].tif,train,input,folder_2_block_04
folder_2_frame_29,2,29,D:\iccd\data\20260319\2\29-Camera1[20600555].tif,train,target_member,folder_2_block_04
folder_2_frame_30,2,30,D:\iccd\data\20260319\2\30-Camera1[20600555].tif,train,target_member,folder_2_block_04
folder_2_frame_31,2,31,D:\iccd\data\20260319\2\31-Camera1[20600555].tif,train,target_member,folder_2_block_04
folder_2_frame_32,2,32,D:\iccd\data\20260319\2\32-Camera1[20600555].tif,train,target_member,folder_2_block_04
folder_2_frame_33,2,33,D:\iccd\data\20260319\2\33-Camera1[20600555].tif,train,target_member,folder_2_block_04
folder_2_frame_34,2,34,D:\iccd\data\20260319\2\34-Camera1[20600555].tif,train,target_member,folder_2_block_04
folder_2_frame_35,2,35,D:\iccd\data\20260319\2\35-Camera1[20600555].tif,train,target_member,folder_2_block_04
folder_2_frame_36,2,36,D:\iccd\data\20260319\2\36-Camera1[20600555].tif,train,target_member,folder_2_block_04
folder_2_frame_37,2,37,D:\iccd\data\20260319\2\37-Camera1[20600555].tif,train,input,folder_2_block_05
folder_2_frame_38,2,38,D:\iccd\data\20260319\2\38-Camera1[20600555].tif,train,target_member,folder_2_block_05
folder_2_frame_39,2,39,D:\iccd\data\20260319\2\39-Camera1[20600555].tif,train,target_member,folder_2_block_05
folder_2_frame_40,2,40,D:\iccd\data\20260319\2\40-Camera1[20600555].tif,train,target_member,folder_2_block_05
folder_2_frame_41,2,41,D:\iccd\data\20260319\2\41-Camera1[20600555].tif,train,target_member,folder_2_block_05
folder_2_frame_42,2,42,D:\iccd\data\20260319\2\42-Camera1[20600555].tif,train,target_member,folder_2_block_05
folder_2_frame_43,2,43,D:\iccd\data\20260319\2\43-Camera1[20600555].tif,train,target_member,folder_2_block_05
