split,pair_type,pair_id,content_id,condition_id,scene_id,sigma_DN,seed,residual_mean_DN,residual_std_DN,residual_std_relative_error,residual_skewness,residual_excess_kurtosis,negative_before_clipping_ratio,above_one_before_clipping_ratio,added_zero_ratio,added_one_ratio,brightness_shift_DN,gradient_ratio,noisy_round_trip_max_error_DN,residual_reconstruction_max_error_DN,pair_gate_pass,failure_reason
training,G,train_content_001_high_G,content_001,high,single_unknown_source_group,91.4432,3050058359,0.04440437371372252,91.30695416984277,0.0014899503752847233,-0.00038478709757328033,0.0018694400787353516,0.0,0.0,0.0,0.0,0.0444044074668426,1.1467892683430818,0.5,0.5,True,
training,CG_SHARED,train_content_001_high_CG_SHARED,content_001,high,single_unknown_source_group,148.4405090006516,3050058359,0.07208197829946839,148.21934550825765,0.001489913325431743,-0.00038484143442474306,0.0018701553344726562,0.0,0.0,0.0,0.0,0.07208205968096237,1.3872149201623136,0.5,0.5,True,
training,G,train_content_002_low_G,content_002,low,single_unknown_source_group,91.4432,745760025,-0.001363560078225412,91.49467392746294,0.0005629060166632,0.0008371320436708629,-0.012702465057373047,0.0,0.0,0.0,0.0,-0.0013636406234196485,2.0582267024730845,0.5,0.5,True,
training,CG_SHARED,train_content_002_low_CG_SHARED,content_002,low,single_unknown_source_group,55.29993549356029,745760025,-0.0008246082014252698,55.33106228328295,0.0005628720801361592,0.0008371600415557623,-0.012702226638793945,0.0,0.0,0.0,0.0,-0.0008245679108176418,1.3868336281777331,0.5,0.5,True,
training,G,train_content_002_mid_G,content_002,mid,single_unknown_source_group,91.4432,434416717,-0.21484204253924521,91.28040846104369,0.0017802476177158368,-0.006224195938557386,-0.008794069290161133,0.0,0.0,0.0,0.0,-0.2148421050265803,1.4183570100829341,0.5,0.5,True,
training,CG_SHARED,train_content_002_mid_CG_SHARED,content_002,mid,single_unknown_source_group,88.23103152697934,434416717,-0.20729518506669553,88.07395669078839,0.0017802674804149074,-0.0062242839485406876,-0.008794307708740234,0.0,0.0,0.0,0.0,-0.20729513640949548,1.3896181137474275,0.5,0.5,True,
training,G,train_content_002_high_G,content_002,high,single_unknown_source_group,91.4432,2876691855,0.1471114309437181,91.52253355954757,0.0008675719960321153,-0.004650721792131662,-0.012355804443359375,0.0,0.0,0.0,0.0,0.14711128216420732,1.1470099190301453,0.5,0.5,True,
training,CG_SHARED,train_content_002_high_CG_SHARED,content_002,high,single_unknown_source_group,148.4405090006516,2876691855,0.2388072336818182,148.5692973166986,0.0008676089627693343,-0.004650624934583902,-0.012356758117675781,0.0,0.0,0.0,0.0,0.2388075122777522,1.3871810650043253,0.5,0.5,True,
training,G,train_content_003_low_G,content_003,low,single_unknown_source_group,91.4432,4073759901,0.14769784559286228,91.13716819246392,0.0033466874249379595,0.0003961637557949871,-0.01076960563659668,3.814697265625e-06,0.0,3.814697265625e-06,0.0,0.14775679213067328,2.029278820564708,0.5,0.5,True,
training,CG_SHARED,train_content_003_low_CG_SHARED,content_003,low,single_unknown_source_group,55.29993549356029,4073759901,0.08931971692011095,55.114862014487755,0.0033467214278050535,0.00039631256368011236,-0.010768890380859375,0.0,0.0,0.0,0.0,0.08931970124941735,1.3759454840004521,0.5,0.5,True,
training,G,train_content_003_mid_G,content_003,mid,single_unknown_source_group,91.4432,3803488989,0.20211217830073705,91.56273793792023,0.0013072370380764007,-0.0026907925494015217,0.00760340690612793,0.0,0.0,0.0,0.0,0.2021122158439148,1.4098021944924555,0.5,0.5,True,
training,CG_SHARED,train_content_003_mid_CG_SHARED,content_003,mid,single_unknown_source_group,88.23103152697934,3803488989,0.1950124810073482,88.34636865128319,0.0013072172262723846,-0.0026906414423137903,0.007604122161865234,0.0,0.0,0.0,0.0,0.19501254171204074,1.381530353255466,0.5,0.5,True,
training,G,train_content_003_high_G,content_003,high,single_unknown_source_group,91.4432,4282260138,0.14793457334380888,91.58206316685866,0.0015185729158500086,-0.008191153407096863,0.0038831233978271484,0.0,0.0,0.0,0.0,0.14793432127413908,1.1426658292042031,0.5,0.5,True,
training,CG_SHARED,train_content_003_high_CG_SHARED,content_003,high,single_unknown_source_group,148.4405090006516,4282260138,0.2401434267591247,148.6659322364721,0.0015186099625912133,-0.008191143162548542,0.0038814544677734375,0.0,0.0,0.0,0.0,0.24014358984063122,1.3776339138397489,0.5,0.5,True,
training,G,train_content_004_low_G,content_004,low,single_unknown_source_group,91.4432,3207653902,0.22152124301648313,91.56221535677739,0.0013015222211972236,-0.0005981355207040906,-0.001695394515991211,0.0,0.0,0.0,0.0,0.22152128237292956,2.056710700081666,0.5,0.5,True,
training,CG_SHARED,train_content_004_low_CG_SHARED,content_004,low,single_unknown_source_group,55.29993549356029,3207653902,0.13396414322186095,55.37190770330088,0.001301488131915951,-0.0005980083951726556,-0.0016944408416748047,0.0,0.0,0.0,0.0,0.13396413883711933,1.3863935553022064,0.5,0.5,True,
training,G,train_content_004_mid_G,content_004,mid,single_unknown_source_group,91.4432,534881360,0.11089775185514694,91.23558809761178,0.0022703919196640407,0.0029473700560629368,-0.011724472045898438,0.0,0.0,0.0,0.0,0.110897675063244,1.4140242403834804,0.5,0.5,True,
training,CG_SHARED,train_content_004_mid_CG_SHARED,content_004,mid,single_unknown_source_group,88.23103152697934,534881360,0.10700220312856457,88.03071074621364,0.002270411864157332,0.0029476038180291653,-0.011724233627319336,0.0,0.0,0.0,0.0,0.10700219413200429,1.3855227280204203,0.5,0.5,True,
training,G,train_content_004_high_G,content_004,high,single_unknown_source_group,91.4432,2763106322,0.2852817870419433,91.70845348509782,0.002900745873917532,0.0014150440692901611,-0.003850698471069336,0.0,0.0,0.0,0.0,0.2852818142822322,1.145680175964724,0.5,0.5,True,
training,CG_SHARED,train_content_004_high_CG_SHARED,content_004,high,single_unknown_source_group,148.4405090006516,2763106322,0.46310032993718053,148.8711027022173,0.002900782976726631,0.0014148859772831202,-0.0038518905639648438,0.0,0.0,0.0,0.0,0.4631003916239429,1.3851200090137346,0.5,0.5,True,
training,G,train_content_005_low_G,content_005,low,single_unknown_source_group,91.4432,242745693,-0.0769455046994647,91.32610991185106,0.001280467964254768,-0.006885244511067867,0.0014047622680664062,0.0,0.0,0.0,0.0,-0.076945469534202,2.129617576510036,0.5,0.5,True,
training,CG_SHARED,train_content_005_low_CG_SHARED,content_005,low,single_unknown_source_group,55.29993549356029,242745693,-0.046532499444786435,55.229123809386515,0.001280502111652957,-0.0068852538242936134,0.0014040470123291016,0.0,0.0,0.0,0.0,-0.04653245743884149,1.4134895259270521,0.5,0.5,True,
training,G,train_content_005_mid_G,content_005,mid,single_unknown_source_group,91.4432,1191897625,-0.07438798215109943,91.21780656045406,0.002464846369614576,-0.009991252794861794,0.00029754638671875,0.0,0.0,0.0,0.0,-0.07438802656994703,1.4423652804813234,0.5,0.5,True,
training,CG_SHARED,train_content_005_mid_CG_SHARED,content_005,mid,single_unknown_source_group,88.23103152697934,1191897625,-0.07177491619502871,88.01355383814109,0.002464866216278379,-0.009991155005991459,0.00029730796813964844,0.0,0.0,0.0,0.0,-0.0717748479432867,1.4118619243521495,0.5,0.5,True,
training,G,train_content_005_high_G,content_005,high,single_unknown_source_group,91.4432,3104085513,-0.24051673714907806,91.61923346120523,0.0019250579726564894,-0.006282893009483814,-0.006562948226928711,0.0,0.0,0.0,0.0,-0.24051681376285217,1.1554241296151158,0.5,0.5,True,
training,CG_SHARED,train_content_005_high_CG_SHARED,content_005,high,single_unknown_source_group,148.4405090006516,3104085513,-0.390432830666207,148.72627106589007,0.0019250948892746813,-0.00628299405798316,-0.0065631866455078125,0.0,0.0,0.0,0.0,-0.3904330763471009,1.411625664498571,0.5,0.5,True,
training,G,train_content_006_low_G,content_006,low,single_unknown_source_group,91.4432,2088879689,0.009811506165486428,91.42590602990646,0.00018912253829204655,0.00261924066580832,-0.015426874160766602,0.0,0.0,0.0,0.0,0.00981147423978257,2.2179593122854993,0.5,0.5,True,
training,CG_SHARED,train_content_006_low_CG_SHARED,content_006,low,single_unknown_source_group,55.29993549356029,2088879689,0.005933467921465985,55.28947514141826,0.00018915667891242146,0.002619195496663451,-0.015427112579345703,0.0,0.0,0.0,0.0,0.005933471114398792,1.4465495546957106,0.5,0.5,True,
training,G,train_content_006_mid_G,content_006,mid,single_unknown_source_group,91.4432,3654990412,0.3313644074641404,91.50167434010562,0.0006394607811802156,0.0013557587517425418,-0.006090641021728516,0.0,0.0,0.0,0.0,0.3313642420996121,1.4794089574196445,0.5,0.5,True,
training,CG_SHARED,train_content_006_mid_CG_SHARED,content_006,mid,single_unknown_source_group,88.23103152697934,3654990412,0.31972440587740225,88.2874500766549,0.00063944112064833,0.0013558039208874106,-0.006090641021728516,0.0,0.0,0.0,0.0,0.31972435832133606,1.4464012649324587,0.5,0.5,True,
training,G,train_content_006_high_G,content_006,high,single_unknown_source_group,91.4432,1385192159,0.4426244061595832,91.4784663710794,0.00038566422740457344,-0.001966345589607954,0.00729060173034668,0.0,0.0,0.0,0.0,0.44262451718491747,1.1679671300557082,0.5,0.5,True,
training,CG_SHARED,train_content_006_high_CG_SHARED,content_006,high,single_unknown_source_group,148.4405090006516,1385192159,0.7185159169843125,148.49776268965456,0.00038570124414438213,-0.0019662342965602875,0.007291078567504883,0.0,0.0,0.0,0.0,0.7185157327061553,1.4431472349836403,0.5,0.5,True,
training,G,train_content_007_low_G,content_007,low,single_unknown_source_group,91.4432,108611889,0.1660370180544597,91.41728296414242,0.00028342223213523413,0.0035275875125080347,0.0052912235260009766,0.0,0.0,0.0,0.0,0.1660370313169146,2.1777131132931578,0.5,0.5,True,
training,CG_SHARED,train_content_007_low_CG_SHARED,content_007,low,single_unknown_source_group,55.29993549356029,108611889,0.10041027444724185,55.2842603781452,0.00028345630560306625,0.0035275628324598074,0.0052907466888427734,0.0,0.0,0.0,0.0,0.10041016478068876,1.4300664026361343,0.5,0.5,True,
training,G,train_content_007_mid_G,content_007,mid,single_unknown_source_group,91.4432,3520318318,-0.012461046744546567,91.55039238422556,0.0011722291458036876,-0.001110270619392395,-0.010300159454345703,0.0,0.0,0.0,0.0,-0.012461080236403355,1.468273645396905,0.5,0.5,True,
training,CG_SHARED,train_content_007_mid_CG_SHARED,content_007,mid,single_unknown_source_group,88.23103152697934,3520318318,-0.012023311564337225,88.33445672381629,0.00117220885947963,-0.0011103044962510467,-0.01030111312866211,0.0,0.0,0.0,0.0,-0.012023331487300837,1.4360369510701074,0.5,0.5,True,
training,G,train_content_007_high_G,content_007,high,single_unknown_source_group,91.4432,2624586991,-0.021758311903846472,91.45688706719199,0.00014967834887647056,0.0024668481200933456,-0.004209041595458984,0.0,0.0,0.0,0.0,-0.021758519581496216,1.1644411733540088,0.5,0.5,True,
training,CG_SHARED,train_content_007_high_CG_SHARED,content_007,high,single_unknown_source_group,148.4405090006516,2624586991,-0.03532044620019681,148.4627328625902,0.00014971561394009838,0.002466779202222824,-0.004209756851196289,0.0,0.0,0.0,0.0,-0.03532047306703312,1.4333171653069015,0.5,0.5,True,
training,G,train_content_008_low_G,content_008,low,single_unknown_source_group,91.4432,4002693811,0.3668095114580142,91.3982283623158,0.0004917985993950244,-0.004909656476229429,0.0012636184692382812,0.0,0.0,0.0,0.0,0.3668095465173815,2.183844649921256,0.5,0.5,True,
training,CG_SHARED,train_content_008_low_CG_SHARED,content_008,low,single_unknown_source_group,55.29993549356029,4002693811,0.2218266767721404,55.27273717337089,0.0004918327652039682,-0.004909738898277283,0.0012636184692382812,0.0,0.0,0.0,0.0,0.22182660821116862,1.4335590332259713,0.5,0.5,True,
training,G,train_content_008_mid_G,content_008,mid,single_unknown_source_group,91.4432,2259191616,0.15810591082283532,91.32049379670232,0.001341884397064864,7.868967804824933e-05,-0.0032503604888916016,0.0,0.0,0.0,0.0,0.15810591255147166,1.4657195156675842,0.5,0.5,True,
training,CG_SHARED,train_content_008_mid_CG_SHARED,content_008,mid,single_unknown_source_group,88.23103152697934,2259191616,0.1525520514865355,88.11263391694177,0.0013419044069699897,7.870334229664877e-05,-0.0032508373260498047,0.0,0.0,0.0,0.0,0.15255207712634444,1.4336324117639083,0.5,0.5,True,
training,G,train_content_008_high_G,content_008,high,single_unknown_source_group,91.4432,3533427301,-0.2375745397755954,91.33568916063247,0.0011757116917117405,0.003266011830419302,-0.0020904541015625,0.0,0.0,0.0,0.0,-0.2375743231018035,1.1641904744677554,0.5,0.5,True,
training,CG_SHARED,train_content_008_high_CG_SHARED,content_008,high,single_unknown_source_group,148.4405090006516,3533427301,-0.3856567415391541,148.26599126622517,0.0011756745891086263,0.003265852341428399,-0.0020904541015625,0.0,0.0,0.0,0.0,-0.385656721008818,1.432234779810766,0.5,0.5,True,
training,G,train_content_009_low_G,content_009,low,single_unknown_source_group,91.4432,2903172136,0.027416498182490145,91.46969545259267,0.00028974765310782783,-0.00039968997589312494,0.008260011672973633,0.0,0.0,0.0,0.0,0.027416542510514397,2.139069089771343,0.5,0.5,True,
training,CG_SHARED,train_content_009_low_CG_SHARED,content_009,low,single_unknown_source_group,55.29993549356029,2903172136,0.016580017526351687,55.315956648180475,0.00028971380304863614,-0.00039960103458724916,0.00826120376586914,0.0,0.0,0.0,0.0,0.016579982218729583,1.4164365452321226,0.5,0.5,True,
training,G,train_content_009_mid_G,content_009,mid,single_unknown_source_group,91.4432,2342063125,0.09055032056869461,91.30535937819342,0.0015073906185106062,-0.0006337891099974513,0.007628202438354492,0.0,0.0,0.0,0.0,0.09055031617263509,1.449050854800915,0.5,0.5,True,
training,CG_SHARED,train_content_009_mid_CG_SHARED,content_009,mid,single_unknown_source_group,88.23103152697934,2342063125,0.0873695134282586,88.09803113494334,0.0015074105984505773,-0.0006339156534522772,0.0076274871826171875,0.0,0.0,0.0,0.0,0.0873695031192323,1.4181915170206472,0.5,0.5,True,
training,G,train_content_009_high_G,content_009,high,single_unknown_source_group,91.4432,1285031947,-0.2306627519385278,91.63203141780349,0.0020650132301087963,0.010645386762917042,0.0020334720611572266,0.0,0.0,0.0,0.0,-0.23066283391086628,1.1587953659216779,0.5,0.5,True,
training,CG_SHARED,train_content_009_high_CG_SHARED,content_009,high,single_unknown_source_group,148.4405090006516,1285031947,-0.37443680519620015,148.74704610907307,0.0020650502378709488,0.010645455680787563,0.002033710479736328,0.0,0.0,0.0,0.0,-0.37443683052748256,1.4178880703229149,0.5,0.5,True,
training,G,train_content_010_low_G,content_010,low,single_unknown_source_group,91.4432,416834123,-0.1996116931355334,91.44892578375232,6.261574127229833e-05,-0.011552892625331879,0.015982866287231445,0.0,0.0,0.0,0.0,-0.1996116203496312,2.1348084337398983,0.5,0.5,True,
training,CG_SHARED,train_content_010_low_CG_SHARED,content_010,low,single_unknown_source_group,55.29993549356029,416834123,-0.12071441595322524,55.30339624436111,6.25814618033744e-05,-0.01155307237058878,0.01598334312438965,0.0,0.0,0.0,0.0,-0.12071446131131314,1.414233784744132,0.5,0.5,True,
training,G,train_content_010_mid_G,content_010,mid,single_unknown_source_group,91.4432,1566683663,0.29195645556992095,91.09513906548985,0.0038063074620109357,0.002774127759039402,0.008854389190673828,0.0,0.0,0.0,0.0,0.29195659148759656,1.4443381587457744,0.5,0.5,True,
training,CG_SHARED,train_content_010_mid_CG_SHARED,content_010,mid,single_unknown_source_group,88.23103152697934,1566683663,0.2817007505547286,87.89519534960282,0.003806327224836183,0.0027740797959268093,0.008855342864990234,0.0,0.0,0.0,0.0,0.28170079357807687,1.4137210977737684,0.5,0.5,True,
training,G,train_content_010_high_G,content_010,high,single_unknown_source_group,91.4432,679362341,0.13740207860763365,91.40678241004727,0.0003982536695209039,-0.009275112301111221,0.009751081466674805,0.0,0.0,0.0,0.0,0.1374020367122064,1.1575059270662775,0.5,0.5,True,
training,CG_SHARED,train_content_010_high_CG_SHARED,content_010,high,single_unknown_source_group,148.4405090006516,679362341,0.22304592589176986,148.38139748428796,0.0003982168800254478,-0.009275157004594803,0.009751081466674805,0.0,0.0,0.0,0.0,0.22304586536323612,1.4150018012621217,0.5,0.5,True,
training,G,train_content_011_low_G,content_011,low,single_unknown_source_group,91.4432,2260344691,0.03667212301852338,91.62858023823419,0.002027271992167687,0.00024492849479429424,-0.026656389236450195,0.0,0.0,0.0,0.0,0.03667211325832476,2.1397240492588767,0.5,0.5,True,
training,CG_SHARED,train_content_011_low_CG_SHARED,content_011,low,single_unknown_source_group,55.29993549356029,2260344691,0.02217732278634363,55.41204161657831,0.00202723786234924,0.0002448679297231138,-0.026656627655029297,0.0,0.0,0.0,0.0,0.0221773593366148,1.4164767550430217,0.5,0.5,True,
training,G,train_content_011_mid_G,content_011,mid,single_unknown_source_group,91.4432,920191434,0.13757740092704573,91.39101833684595,0.000570645637445527,0.0027494344394654036,0.004205465316772461,0.0,0.0,0.0,0.0,0.1375775234964305,1.449530622356663,0.5,0.5,True,
training,CG_SHARED,train_content_011_mid_CG_SHARED,content_011,mid,single_unknown_source_group,88.23103152697934,920191434,0.13274465597577412,88.180681121194,0.0005706655007194549,0.00274927937425673,0.004205465316772461,0.0,0.0,0.0,0.0,0.1327446738286664,1.4186164990021088,0.5,0.5,True,
training,G,train_content_011_high_G,content_011,high,single_unknown_source_group,91.4432,2932920943,0.05920238633584973,91.3982176667277,0.0004919155636756084,0.009508992545306683,0.0008225440979003906,0.0,0.0,0.0,0.0,0.05920246873232671,1.156182020363997,0.5,0.5,True,
training,CG_SHARED,train_content_011_high_CG_SHARED,content_011,high,single_unknown_source_group,148.4405090006516,2932920943,0.09610374882982442,148.3674942087367,0.0004918791535170884,0.009509105235338211,0.0008220672607421875,0.0,0.0,0.0,0.0,0.096103816675992,1.413056690279876,0.5,0.5,True,
training,G,train_content_012_low_G,content_012,low,single_unknown_source_group,91.4432,1650428360,-0.1983345164132655,91.43906182124626,4.52540894648141e-05,0.0032923161052167416,0.01384592056274414,0.0,0.0,0.0,0.0,-0.19833441596882828,2.1040971720038826,0.5,0.5,True,
training,CG_SHARED,train_content_012_low_CG_SHARED,content_012,low,single_unknown_source_group,55.29993549356029,1650428360,-0.11994204641943312,55.297431061871,4.528814847497362e-05,0.0032923859544098377,0.013844966888427734,0.0,0.0,0.0,0.0,-0.11994210569053365,1.403804305092043,0.5,0.5,True,
training,G,train_content_012_mid_G,content_012,mid,single_unknown_source_group,91.4432,1112524210,0.20278670209053845,91.38970810612967,0.0005849739933677947,0.00630986550822854,-0.005095958709716797,0.0,0.0,0.0,0.0,0.20278679078027828,1.430136744909094,0.5,0.5,True,
training,CG_SHARED,train_content_012_mid_CG_SHARED,content_012,mid,single_unknown_source_group,88.23103152697934,1112524210,0.19566332854480342,88.17941690739845,0.0005849939492672246,0.006309957709163427,-0.005095720291137695,0.0,0.0,0.0,0.0,0.1956633915678374,1.4003604333504656,0.5,0.5,True,
training,G,train_content_012_high_G,content_012,high,single_unknown_source_group,91.4432,175714768,0.1263685203299621,91.37759673195326,0.0007174209569081498,-0.0012876600958406925,-0.0016849040985107422,0.0,0.0,0.0,0.0,0.12636834923119622,1.1561094951927722,0.5,0.5,True,
training,CG_SHARED,train_content_012_high_CG_SHARED,content_012,high,single_unknown_source_group,148.4405090006516,175714768,0.2051350932853661,148.33402016372813,0.0007173839381202435,-0.0012876616092398763,-0.0016851425170898438,0.0,0.0,0.0,0.0,0.20513522439934206,1.408598123136651,0.5,0.5,True,
training,G,train_content_013_low_G,content_013,low,single_unknown_source_group,91.4432,3196466557,0.10108568823340192,91.56159456900338,0.0012947334411237902,-0.0006317365914583206,-0.010354995727539062,0.0,0.0,0.0,0.0,0.10108564832477462,2.0540034742533058,0.5,0.5,True,
training,CG_SHARED,train_content_013_low_CG_SHARED,content_013,low,single_unknown_source_group,55.29993549356029,3196466557,0.061131194252725285,55.37153227573632,0.0012946991987787698,-0.000631699978839606,-0.010355710983276367,0.0,0.0,0.0,0.0,0.06113121650262343,1.385294790109816,0.5,0.5,True,
training,G,train_content_013_mid_G,content_013,mid,single_unknown_source_group,91.4432,3233750211,0.07055943141225152,91.24031134100349,0.002218739709420864,-0.0007224214496091008,0.004773378372192383,0.0,0.0,0.0,0.0,0.07055957574329419,1.4106331742639608,0.5,0.5,True,
training,CG_SHARED,train_content_013_mid_CG_SHARED,content_013,mid,single_unknown_source_group,88.23103152697934,3233750211,0.06808084678146109,88.0352680810561,0.002218759573986995,-0.000722529657650739,0.004773855209350586,0.0,0.0,0.0,0.0,0.0680808746683681,1.3822646742560285,0.5,0.5,True,
training,G,train_content_013_high_G,content_013,high,single_unknown_source_group,91.4432,1743884469,0.1451536356300224,91.09106305387107,0.003850881707212092,-0.0024337952490895987,-0.006796360015869141,0.0,0.0,0.0,0.0,0.1451536743118531,1.1461791687810041,0.5,0.5,True,
training,CG_SHARED,train_content_013_high_CG_SHARED,content_013,high,single_unknown_source_group,148.4405090006516,1743884469,0.2356290863546273,147.86888764725865,0.003850844740706412,-0.0024336697533726692,-0.006796121597290039,0.0,0.0,0.0,0.0,0.23562899222195455,1.3844959273484458,0.5,0.5,True,
training,G,train_content_014_low_G,content_014,low,single_unknown_source_group,91.4432,3995787565,-0.1264424505974796,91.52695394871483,0.0009159122681055464,-0.005462183151394129,-0.0010743141174316406,0.0,0.0,0.0,0.0,-0.12644249534657703,2.0045140381413518,0.5,0.5,True,
training,CG_SHARED,train_content_014_low_CG_SHARED,content_014,low,single_unknown_source_group,55.29993549356029,3995787565,-0.0764656037699547,55.35058350754416,0.000915878355586241,-0.00546243553981185,-0.0010743141174316406,0.0,0.0,0.0,0.0,-0.0764655361832478,1.3673624462969076,0.5,0.5,True,
training,G,train_content_014_mid_G,content_014,mid,single_unknown_source_group,91.4432,895720179,-0.22473801698053922,91.38229994584985,0.0006659877842218227,-0.007483804132789373,0.013402700424194336,0.0,0.0,0.0,0.0,-0.2247381319378139,1.3926808569326958,0.5,0.5,True,
training,CG_SHARED,train_content_014_mid_CG_SHARED,content_014,mid,single_unknown_source_group,88.23103152697934,895720179,-0.21684354623207003,88.17226894672507,0.0006660080839732566,-0.007483697030693293,0.013401508331298828,0.0,0.0,0.0,0.0,-0.21684352628090764,1.365587532180949,0.5,0.5,True,
training,G,train_content_014_high_G,content_014,high,single_unknown_source_group,91.4432,2786390893,-0.049913045261866545,91.5889803118237,0.0015942170858379797,0.0013076732866466045,0.002190113067626953,0.0,0.0,0.0,0.0,-0.04991303567061678,1.1385716838019133,0.5,0.5,True,
training,CG_SHARED,train_content_014_high_CG_SHARED,content_014,high,single_unknown_source_group,148.4405090006516,2786390893,-0.08102427739813386,148.67716090082882,0.001594254168019575,0.0013077016919851303,0.002192258834838867,0.0,0.0,0.0,0.0,-0.08102433521024466,1.3661964949893615,0.5,0.5,True,
training,G,train_content_015_low_G,content_015,low,single_unknown_source_group,91.4432,3900996404,0.2942388339180724,91.38900558461806,0.000592656593185091,0.002229648642241955,0.00856637954711914,0.0,0.0,0.0,0.0,0.2942388824225306,2.013620186817075,0.5,0.5,True,
training,CG_SHARED,train_content_015_low_CG_SHARED,content_015,low,single_unknown_source_group,55.29993549356029,3900996404,0.1779398422358207,55.26715975279147,0.0005926903978511217,0.0022295997478067875,0.008565664291381836,0.0,0.0,0.0,0.0,0.17793989329440763,1.370976086916582,0.5,0.5,True,
training,G,train_content_015_mid_G,content_015,mid,single_unknown_source_group,91.4432,3435005466,0.12591969683486037,91.0988674704009,0.0037655345569610446,0.004424151964485645,0.007967948913574219,0.0,0.0,0.0,0.0,0.12591969573425565,1.3926262964625806,0.5,0.5,True,
training,CG_SHARED,train_content_015_mid_CG_SHARED,content_015,mid,single_unknown_source_group,88.23103152697934,3435005466,0.12149645836595568,87.89879279945846,0.0037655541567513224,0.0044241975992918015,0.00796651840209961,0.0,0.0,0.0,0.0,0.12149637320362672,1.3653933998133168,0.5,0.5,True,
training,G,train_content_015_high_G,content_015,high,single_unknown_source_group,91.4432,3324501195,0.10844136722776243,91.3584123828641,0.0009272162078306739,0.006909509189426899,-0.0019791126251220703,0.0,0.0,0.0,0.0,0.10844136496965362,1.1404277949735295,0.5,0.5,True,
training,CG_SHARED,train_content_015_high_CG_SHARED,content_015,high,single_unknown_source_group,148.4405090006516,3324501195,0.17603378624774813,148.30287802946268,0.0009271793266911255,0.006909570656716824,-0.0019805431365966797,0.0,0.0,0.0,0.0,0.1760337784127941,1.3705239737615011,0.5,0.5,True,
training,G,train_content_016_low_G,content_016,low,single_unknown_source_group,91.4432,3714755328,0.09226143471106907,91.34384998932737,0.0010864669070268457,0.003620677627623081,0.009349584579467773,0.0,0.0,0.0,0.0,0.0922615419154349,2.042414476238255,0.5,0.5,True,
