content_id,source_pair_key,absolute_path,relative_path,filename,sha256,file_size,modified_time,dtype,shape,roi_top,roi_left,roi_height,roi_width,full_mean_dn,full_std_dn,full_p1_dn,full_p50_dn,full_p99_dn,roi_mean_dn,roi_std_dn,roi_p1_dn,roi_p50_dn,roi_p99_dn,zero_ratio,saturation_ratio,source_scene,source_group,isolation_block_id,acquisition_order,processing_status,preprocessing,allowed_role,exclusion_reason,provenance_report,source_audit_status
content_010,15ms_to_500ms_010,F:\目标传感器噪声参数估计\data\500ms\P251621150010.tif,P251621150010.tif,P251621150010.tif,e2e1b0a8f97ab27b49a157651ea1e6ee0b546c4ab59dbef4b252c7a7d77b73cd,8394874,2025-09-25T08:21:16,uint16,2048x2048,768,768,512,512,18060.94099664688,7743.052322649801,7258.0,16178.0,43687.0,14798.688564300535,4635.449099139529,7413.0,14308.0,39210.140000000014,0.0,0.0004842281341552,unknown,source_group_unknown,single_unknown_source_group,10,unknown,raw_uint16.astype(np.float32)/65535.0,debug_only,No independently validated content source exists for formal validation,reports/e2_no_dark_input_recheck_20260717,VERIFIED-INPUT-WITH-LIMITATIONS
content_011,15ms_to_500ms_011,F:\目标传感器噪声参数估计\data\500ms\P251621160011.tif,P251621160011.tif,P251621160011.tif,1499d33211126363cd10cb2bf3cbda05b8cb8daa1d4cac8f549c129244d198bb,8394874,2025-09-25T08:21:18,uint16,2048x2048,768,768,512,512,17956.81870985031,7700.998628970068,7245.0,16079.0,43570.0,14651.540088653564,4573.069493241553,7441.0,14168.0,38614.71000000002,0.0,0.0004842281341552,unknown,source_group_unknown,single_unknown_source_group,11,unknown,raw_uint16.astype(np.float32)/65535.0,debug_only,No independently validated content source exists for formal validation,reports/e2_no_dark_input_recheck_20260717,VERIFIED-INPUT-WITH-LIMITATIONS
content_012,15ms_to_500ms_012,F:\目标传感器噪声参数估计\data\500ms\P251621160012.tif,P251621160012.tif,P251621160012.tif,f4538d939e9d0e4c9fe7e50ecb78d51f8a59af5f95e002952456655c861258b5,8394874,2025-09-25T08:21:18,uint16,2048x2048,768,768,512,512,17813.53437256813,7653.378678624139,7187.0,15903.0,43252.0,14291.417861938477,4479.091602311532,7380.43,13774.0,37780.27000000008,0.0,0.0004842281341552,unknown,source_group_unknown,single_unknown_source_group,12,unknown,raw_uint16.astype(np.float32)/65535.0,debug_only,No independently validated content source exists for formal validation,reports/e2_no_dark_input_recheck_20260717,VERIFIED-INPUT-WITH-LIMITATIONS
content_013,15ms_to_500ms_013,F:\目标传感器噪声参数估计\data\500ms\P251621170013.tif,P251621170013.tif,P251621170013.tif,3320dcd1d4e8dd434ab2c95d5f250bcb6f341377d4ccca247c45015843d02e56,8394874,2025-09-25T08:21:18,uint16,2048x2048,768,768,512,512,17526.66837310791,7486.636675700482,7196.0,15563.0,42099.0,13512.39687347412,4218.100348186765,7293.43,12917.0,34511.71000000002,0.0,0.0004842281341552,unknown,source_group_unknown,single_unknown_source_group,13,unknown,raw_uint16.astype(np.float32)/65535.0,debug_only,No independently validated content source exists for formal validation,reports/e2_no_dark_input_recheck_20260717,VERIFIED-INPUT-WITH-LIMITATIONS
content_014,15ms_to_500ms_014,F:\目标传感器噪声参数估计\data\500ms\P251621170014.tif,P251621170014.tif,P251621170014.tif,6a2196272df68cbe2ccfab6c7278a58b96bada05d179aa4b02667f803dbc537c,8394874,2025-09-25T08:21:18,uint16,2048x2048,768,768,512,512,17165.58914065361,7293.609256913325,7134.0,15204.0,40608.0,12809.495628356934,3900.060029811648,7159.43,12185.0,30607.42000000004,0.0,0.0004842281341552,unknown,source_group_unknown,single_unknown_source_group,14,unknown,raw_uint16.astype(np.float32)/65535.0,debug_only,No independently validated content source exists for formal validation,reports/e2_no_dark_input_recheck_20260717,VERIFIED-INPUT-WITH-LIMITATIONS
content_015,15ms_to_500ms_015,F:\目标传感器噪声参数估计\data\500ms\P251621180015.tif,P251621180015.tif,P251621180015.tif,f87f3bd16e32b96a3a2ced4434fe06aa91e8b0ac93446a8f713f1afb14755976,8394874,2025-09-25T08:21:20,uint16,2048x2048,768,768,512,512,17253.915169000626,7300.445032164497,7183.0,15290.0,40753.0,12939.927913665771,3955.7028249555938,7176.0,12315.0,31156.39000000019,0.0,0.0004842281341552,unknown,source_group_unknown,single_unknown_source_group,15,unknown,raw_uint16.astype(np.float32)/65535.0,debug_only,No independently validated content source exists for formal validation,reports/e2_no_dark_input_recheck_20260717,VERIFIED-INPUT-WITH-LIMITATIONS
content_016,15ms_to_500ms_016,F:\目标传感器噪声参数估计\data\500ms\P251621180016.tif,P251621180016.tif,P251621180016.tif,db89d9646c1d9395b4e9541c44cf93bce25e6abdd95ab2fa2cbc5d0f14b7e395,8394874,2025-09-25T08:21:20,uint16,2048x2048,768,768,512,512,17298.0950922966,7266.260541636617,7275.0,15348.0,40604.0,12976.97067642212,3922.362615931919,7287.0,12367.0,31468.14000000001,0.0,0.0004842281341552,unknown,source_group_unknown,single_unknown_source_group,16,unknown,raw_uint16.astype(np.float32)/65535.0,debug_only,No independently validated content source exists for formal validation,reports/e2_no_dark_input_recheck_20260717,VERIFIED-INPUT-WITH-LIMITATIONS
content_017,15ms_to_500ms_017,F:\目标传感器噪声参数估计\data\500ms\P251621190017.tif,P251621190017.tif,P251621190017.tif,ca33541af2f582a56856771f28abcd0fb493530edda8312f0dfb5e30c3261978,8394874,2025-09-25T08:21:20,uint16,2048x2048,768,768,512,512,17193.299525260925,7181.5176181155775,7291.0,15275.0,40339.0,12949.956771850586,3895.654661681112,7260.43,12353.5,31345.280000000028,0.0,0.0004842281341552,unknown,source_group_unknown,single_unknown_source_group,17,unknown,raw_uint16.astype(np.float32)/65535.0,debug_only,No independently validated content source exists for formal validation,reports/e2_no_dark_input_recheck_20260717,VERIFIED-INPUT-WITH-LIMITATIONS
content_018,15ms_to_500ms_018,F:\目标传感器噪声参数估计\data\500ms\P251621200018.tif,P251621200018.tif,P251621200018.tif,79c7930fe40309fb2aeecbf3f4f36a52190362881e967600464b9780b0687df9,8394874,2025-09-25T08:21:22,uint16,2048x2048,768,768,512,512,17260.126972436905,7164.280380485712,7355.0,15363.0,40403.0,13092.5897026062,3933.2661653659993,7341.0,12501.0,32208.280000000028,0.0,0.0004842281341552,unknown,source_group_unknown,single_unknown_source_group,18,unknown,raw_uint16.astype(np.float32)/65535.0,debug_only,No independently validated content source exists for formal validation,reports/e2_no_dark_input_recheck_20260717,VERIFIED-INPUT-WITH-LIMITATIONS
content_019,15ms_to_500ms_019,F:\目标传感器噪声参数估计\data\500ms\P251621200019.tif,P251621200019.tif,P251621200019.tif,3c026d0b87d00818689245cff687a3248e2c6c74004533eccf811e78fff9fcfa,8394874,2025-09-25T08:21:22,uint16,2048x2048,768,768,512,512,17265.79926776886,7157.836959104736,7355.0,15383.0,40263.0,13146.443019866943,3971.6179345524192,7300.43,12547.0,32651.970000000147,0.0,0.0004842281341552,unknown,source_group_unknown,single_unknown_source_group,19,unknown,raw_uint16.astype(np.float32)/65535.0,debug_only,No independently validated content source exists for formal validation,reports/e2_no_dark_input_recheck_20260717,VERIFIED-INPUT-WITH-LIMITATIONS
content_020,15ms_to_500ms_020,F:\目标传感器噪声参数估计\data\500ms\P251621220020.tif,P251621220020.tif,P251621220020.tif,24733436a990319d43e7b1b1841f9e77e0c4dcce7a585e7a8310e865550587d9,8394874,2025-09-25T08:21:24,uint16,2048x2048,768,768,512,512,17365.809596776962,7224.601118860589,7343.0,15479.0,40656.0,13257.504920959473,4041.605256609045,7368.0,12646.0,33130.69000000012,0.0,0.0004842281341552,unknown,source_group_unknown,single_unknown_source_group,20,unknown,raw_uint16.astype(np.float32)/65535.0,debug_only,No independently validated content source exists for formal validation,reports/e2_no_dark_input_recheck_20260717,VERIFIED-INPUT-WITH-LIMITATIONS
content_021,15ms_to_500ms_021,F:\目标传感器噪声参数估计\data\500ms\P251621220021.tif,P251621220021.tif,P251621220021.tif,544b8c2fe44ccec8b8c966ddfe388801e962f45a53b3739d6267868d51d11c33,8394874,2025-09-25T08:21:24,uint16,2048x2048,768,768,512,512,17358.5146112442,7216.165805138838,7357.0,15448.0,40451.0,13132.439971923828,3920.930640446292,7327.0,12537.0,31765.0,0.0,0.0004842281341552,unknown,source_group_unknown,single_unknown_source_group,21,unknown,raw_uint16.astype(np.float32)/65535.0,debug_only,No independently validated content source exists for formal validation,reports/e2_no_dark_input_recheck_20260717,VERIFIED-INPUT-WITH-LIMITATIONS
content_022,15ms_to_500ms_022,F:\目标传感器噪声参数估计\data\500ms\P251621230022.tif,P251621230022.tif,P251621230022.tif,21a07294516e3425e06139149ba62c6abba81bd83fca1a069919f1c31dbf87a7,8394874,2025-09-25T08:21:24,uint16,2048x2048,768,768,512,512,17308.125658750534,7175.310622052729,7368.0,15395.0,40198.96999999974,13020.141437530518,3865.55801390092,7367.43,12414.0,30832.570000000007,0.0,0.0004842281341552,unknown,source_group_unknown,single_unknown_source_group,22,unknown,raw_uint16.astype(np.float32)/65535.0,debug_only,No independently validated content source exists for formal validation,reports/e2_no_dark_input_recheck_20260717,VERIFIED-INPUT-WITH-LIMITATIONS
content_023,15ms_to_500ms_023,F:\目标传感器噪声参数估计\data\500ms\P251621230023.tif,P251621230023.tif,P251621230023.tif,6cf3fe10297504dfa0da2ab005104b218ebf3e70b1b74f0df9d9910e10cdec73,8394874,2025-09-25T08:21:24,uint16,2048x2048,768,768,512,512,17216.067074775696,7165.222564258096,7315.0,15304.0,40149.0,12972.147979736328,3854.555102299298,7331.0,12373.0,30919.570000000007,0.0,0.0004842281341552,unknown,source_group_unknown,single_unknown_source_group,23,unknown,raw_uint16.astype(np.float32)/65535.0,debug_only,No independently validated content source exists for formal validation,reports/e2_no_dark_input_recheck_20260717,VERIFIED-INPUT-WITH-LIMITATIONS
content_024,15ms_to_500ms_024,F:\目标传感器噪声参数估计\data\500ms\P251621240024.tif,P251621240024.tif,P251621240024.tif,913899c9ef618aae9d219162a410af748eeb9c80f4fc77f93718adf23c526b00,8394874,2025-09-25T08:21:26,uint16,2048x2048,768,768,512,512,17146.34234881401,7117.6983921216215,7321.0,15248.0,39964.96999999974,12879.663246154783,3825.57093531126,7361.43,12277.0,30578.570000000007,0.0,0.0004842281341552,unknown,source_group_unknown,single_unknown_source_group,24,unknown,raw_uint16.astype(np.float32)/65535.0,debug_only,No independently validated content source exists for formal validation,reports/e2_no_dark_input_recheck_20260717,VERIFIED-INPUT-WITH-LIMITATIONS
content_025,15ms_to_500ms_025,F:\目标传感器噪声参数估计\data\500ms\P251621240025.tif,P251621240025.tif,P251621240025.tif,bfa559f3c861bcbabbb18ffe67099c534296def325f2712d3a7e13e042d9e328,8394874,2025-09-25T08:21:26,uint16,2048x2048,768,768,512,512,17097.3954474926,7093.46554726066,7300.0,15205.0,39833.0,12871.132038116457,3799.742246487204,7244.43,12280.5,29834.42000000004,0.0,0.0004842281341552,unknown,source_group_unknown,single_unknown_source_group,25,unknown,raw_uint16.astype(np.float32)/65535.0,debug_only,No independently validated content source exists for formal validation,reports/e2_no_dark_input_recheck_20260717,VERIFIED-INPUT-WITH-LIMITATIONS
content_026,15ms_to_500ms_026,F:\目标传感器噪声参数估计\data\500ms\P251621250026.tif,P251621250026.tif,P251621250026.tif,91d613b4e3a9e816815f9384742133d551c9732ccbd9edeb5d5cb182f7878638,8394874,2025-09-25T08:21:26,uint16,2048x2048,768,768,512,512,17110.638546943665,7089.843200599469,7308.0,15224.0,39772.0,12856.98575592041,3803.133987363949,7321.86,12257.5,30279.0,0.0,0.0004842281341552,unknown,source_group_unknown,single_unknown_source_group,26,unknown,raw_uint16.astype(np.float32)/65535.0,debug_only,No independently validated content source exists for formal validation,reports/e2_no_dark_input_recheck_20260717,VERIFIED-INPUT-WITH-LIMITATIONS
content_027,15ms_to_500ms_027,F:\目标传感器噪声参数估计\data\500ms\P251621250027.tif,P251621250027.tif,P251621250027.tif,60b7211563f8f74b2fb8b98c90fe815c936208735bc0087df90d5fec85f3007d,8394874,2025-09-25T08:21:26,uint16,2048x2048,768,768,512,512,17144.744963169098,7072.493471780195,7379.0,15255.0,39675.0,12885.357612609863,3770.326657797712,7346.0,12298.0,30195.42000000004,0.0,0.0004842281341552,unknown,source_group_unknown,single_unknown_source_group,27,unknown,raw_uint16.astype(np.float32)/65535.0,debug_only,No independently validated content source exists for formal validation,reports/e2_no_dark_input_recheck_20260717,VERIFIED-INPUT-WITH-LIMITATIONS
content_028,15ms_to_500ms_028,F:\目标传感器噪声参数估计\data\500ms\P251621260028.tif,P251621260028.tif,P251621260028.tif,c7fbea10827903103c51042a440d68b9cec02c34f14799c6e9232aa096cace22,8394874,2025-09-25T08:21:28,uint16,2048x2048,768,768,512,512,17104.811000823975,7076.282329060949,7313.0,15214.0,39633.0,12859.457874298096,3793.229154725355,7314.0,12252.0,30196.99000000005,0.0,0.0004842281341552,unknown,source_group_unknown,single_unknown_source_group,28,unknown,raw_uint16.astype(np.float32)/65535.0,debug_only,No independently validated content source exists for formal validation,reports/e2_no_dark_input_recheck_20260717,VERIFIED-INPUT-WITH-LIMITATIONS
content_029,15ms_to_500ms_029,F:\目标传感器噪声参数估计\data\500ms\P251621260029.tif,P251621260029.tif,P251621260029.tif,b7d8ddbef185fddbccc89c00398b65f7cc320ad9b53f5f231f3698755139436d,8394874,2025-09-25T08:21:28,uint16,2048x2048,768,768,512,512,17087.326666116714,7077.258440745965,7296.0,15200.0,39611.0,12831.644550323486,3779.9808927134345,7272.43,12237.0,29967.570000000007,0.0,0.0004842281341552,unknown,source_group_unknown,single_unknown_source_group,29,unknown,raw_uint16.astype(np.float32)/65535.0,debug_only,No independently validated content source exists for formal validation,reports/e2_no_dark_input_recheck_20260717,VERIFIED-INPUT-WITH-LIMITATIONS
content_030,15ms_to_500ms_030,F:\目标传感器噪声参数估计\data\500ms\P251621280030.tif,P251621280030.tif,P251621280030.tif,3785b8aaf874dc2a30cc7a112d50d0aa43c42b0dc7c860d0ceddfae2aeb57c16,8394874,2025-09-25T08:21:30,uint16,2048x2048,768,768,512,512,17145.65284347534,7074.793521500718,7368.0,15255.0,39653.0,12926.197929382324,3805.408349163581,7388.0,12325.0,30333.840000000084,0.0,0.0004842281341552,unknown,source_group_unknown,single_unknown_source_group,30,unknown,raw_uint16.astype(np.float32)/65535.0,debug_only,No independently validated content source exists for formal validation,reports/e2_no_dark_input_recheck_20260717,VERIFIED-INPUT-WITH-LIMITATIONS
content_031,15ms_to_500ms_031,F:\目标传感器噪声参数估计\data\500ms\P251621280031.tif,P251621280031.tif,P251621280031.tif,02d14c53cccac9fd810f6c4095b2e002e7fe0c901d1ad3d694ccbccfa7363b3a,8394874,2025-09-25T08:21:30,uint16,2048x2048,768,768,512,512,17134.12738442421,7074.959360894783,7349.0,15252.0,39702.0,12934.59705734253,3786.5139332497374,7349.0,12353.0,30467.27000000008,0.0,0.0004842281341552,unknown,source_group_unknown,single_unknown_source_group,31,unknown,raw_uint16.astype(np.float32)/65535.0,debug_only,No independently validated content source exists for formal validation,reports/e2_no_dark_input_recheck_20260717,VERIFIED-INPUT-WITH-LIMITATIONS
content_032,15ms_to_500ms_032,F:\目标传感器噪声参数估计\data\500ms\P251621290032.tif,P251621290032.tif,P251621290032.tif,4d988a34cb154162e6e2ad51819120036845ff168bdf3db57a0a1804af9a321d,8394874,2025-09-25T08:21:30,uint16,2048x2048,768,768,512,512,17050.7756626606,7053.296259433594,7332.0,15170.0,39608.0,12826.20287322998,3761.447520575512,7305.86,12237.0,30061.0,0.0,0.0004842281341552,unknown,source_group_unknown,single_unknown_source_group,32,unknown,raw_uint16.astype(np.float32)/65535.0,debug_only,No independently validated content source exists for formal validation,reports/e2_no_dark_input_recheck_20260717,VERIFIED-INPUT-WITH-LIMITATIONS
content_033,15ms_to_500ms_033,F:\目标传感器噪声参数估计\data\500ms\P251621290033.tif,P251621290033.tif,P251621290033.tif,9f17e6737fab3d528aa853b2e5e67df848b74f9cddec637c9421dbace65cb113,8394874,2025-09-25T08:21:30,uint16,2048x2048,768,768,512,512,17054.373834371567,7054.412263006214,7307.0,15177.0,39551.0,12823.872547149658,3780.3920491438175,7273.43,12219.0,30185.0,0.0,0.0004842281341552,unknown,source_group_unknown,single_unknown_source_group,33,unknown,raw_uint16.astype(np.float32)/65535.0,debug_only,No independently validated content source exists for formal validation,reports/e2_no_dark_input_recheck_20260717,VERIFIED-INPUT-WITH-LIMITATIONS
content_034,15ms_to_500ms_034,F:\目标传感器噪声参数估计\data\500ms\P251621300034.tif,P251621300034.tif,P251621300034.tif,8f84cdd9702f645cd4deff0de8823f5451b43d13758cf789b7278cd287538b67,8394874,2025-09-25T08:21:32,uint16,2048x2048,768,768,512,512,17062.118443012238,7054.300791951284,7317.0,15184.0,39569.0,12818.316356658936,3772.648390147592,7325.0,12214.0,30209.14000000001,0.0,0.0004842281341552,unknown,source_group_unknown,single_unknown_source_group,34,unknown,raw_uint16.astype(np.float32)/65535.0,debug_only,No independently validated content source exists for formal validation,reports/e2_no_dark_input_recheck_20260717,VERIFIED-INPUT-WITH-LIMITATIONS
content_035,15ms_to_500ms_035,F:\目标传感器噪声参数估计\data\500ms\P251621300035.tif,P251621300035.tif,P251621300035.tif,bb9413b7cfc55de62a15b7c314f4a54689b85a8fcbb953c8aabc9ca175c932fa,8394874,2025-09-25T08:21:32,uint16,2048x2048,768,768,512,512,17073.673310279846,7045.996651055659,7353.0,15196.0,39518.0,12848.273040771484,3761.504684039832,7402.0,12244.0,30006.850000000035,0.0,0.0004842281341552,unknown,source_group_unknown,single_unknown_source_group,35,unknown,raw_uint16.astype(np.float32)/65535.0,debug_only,No independently validated content source exists for formal validation,reports/e2_no_dark_input_recheck_20260717,VERIFIED-INPUT-WITH-LIMITATIONS
content_036,15ms_to_500ms_036,F:\目标传感器噪声参数估计\data\500ms\P251621310036.tif,P251621310036.tif,P251621310036.tif,5684679a9f57db6b8e3b4cebf6956b169fbc9ae8759ff77c443e88c25c46baea,8394874,2025-09-25T08:21:32,uint16,2048x2048,768,768,512,512,17036.73782682419,7049.810822224979,7294.0,15154.0,39500.0,12794.496520996094,3781.8950163073687,7252.0,12197.0,30109.70000000007,0.0,0.0004842281341552,unknown,source_group_unknown,single_unknown_source_group,36,unknown,raw_uint16.astype(np.float32)/65535.0,debug_only,No independently validated content source exists for formal validation,reports/e2_no_dark_input_recheck_20260717,VERIFIED-INPUT-WITH-LIMITATIONS
content_037,15ms_to_500ms_037,F:\目标传感器噪声参数估计\data\500ms\P251621310037.tif,P251621310037.tif,P251621310037.tif,d8740df78e2e3181bff4aecf615900a6f456deac903be96db9507ce9d43fd6dc,8394874,2025-09-25T08:21:32,uint16,2048x2048,768,768,512,512,17054.41353225708,7049.365277733164,7327.0,15173.0,39500.0,12809.014499664308,3769.522024902786,7359.43,12190.0,30030.14000000001,0.0,0.0004842281341552,unknown,source_group_unknown,single_unknown_source_group,37,unknown,raw_uint16.astype(np.float32)/65535.0,debug_only,No independently validated content source exists for formal validation,reports/e2_no_dark_input_recheck_20260717,VERIFIED-INPUT-WITH-LIMITATIONS
content_038,15ms_to_500ms_038,F:\目标传感器噪声参数估计\data\500ms\P251621320038.tif,P251621320038.tif,P251621320038.tif,f641acc89f25e3e1820886e34eb82963a5933b835617f80683b39b9e339c4239,8394874,2025-09-25T08:21:34,uint16,2048x2048,768,768,512,512,17066.281447649002,7054.59532868447,7300.0,15189.0,39528.0,12825.749290466309,3762.6229646725774,7329.43,12223.0,30241.280000000028,0.0,0.0004842281341552,unknown,source_group_unknown,single_unknown_source_group,38,unknown,raw_uint16.astype(np.float32)/65535.0,debug_only,No independently validated content source exists for formal validation,reports/e2_no_dark_input_recheck_20260717,VERIFIED-INPUT-WITH-LIMITATIONS
content_039,15ms_to_500ms_039,F:\目标传感器噪声参数估计\data\500ms\P251621320039.tif,P251621320039.tif,P251621320039.tif,05611d14de8a7f55c91027aeec6e105a60c913bda2924477afd9445b5326c413,8394874,2025-09-25T08:21:34,uint16,2048x2048,768,768,512,512,17116.66657757759,7065.759376022077,7332.0,15241.0,39566.0,12847.608638763428,3804.3586134574,7274.0,12241.0,30217.130000000063,0.0,0.0004842281341552,unknown,source_group_unknown,single_unknown_source_group,39,unknown,raw_uint16.astype(np.float32)/65535.0,debug_only,No independently validated content source exists for formal validation,reports/e2_no_dark_input_recheck_20260717,VERIFIED-INPUT-WITH-LIMITATIONS
