pair_id,content_id,absolute_path,content_sha256,seed,roi_top,roi_left,roi_height,roi_width,allowed_role,patch_mean_DN,signal_in_calibration_range,predicted_sigma_raw_DN,predicted_sigma_used_DN,extrapolation_flag,g_sigma_DN,cg_pair_valid,failure_reason,synthetic_generated
content_005_20260719,content_005,F:\目标传感器噪声参数估计\data\500ms\P251621130005.tif,98598ee69a182c6c2ad1243e388b09e1a3a0de50819b64ab5f93c31ad824d51b,20260719,768,768,512,512,exploratory_training_only,15356.639362335203,False,908.1418577272792,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_006_20260717,content_006,F:\目标传感器噪声参数估计\data\500ms\P251621130006.tif,c03bec1b78e68f54b17cc0bd537848a73d26c4ee6028feb09174d7e4e61f4229,20260717,768,768,512,512,exploratory_training_only,16435.023273468018,False,971.913985553718,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_006_20260718,content_006,F:\目标传感器噪声参数估计\data\500ms\P251621130006.tif,c03bec1b78e68f54b17cc0bd537848a73d26c4ee6028feb09174d7e4e61f4229,20260718,768,768,512,512,exploratory_training_only,16435.023273468018,False,971.913985553718,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_006_20260719,content_006,F:\目标传感器噪声参数估计\data\500ms\P251621130006.tif,c03bec1b78e68f54b17cc0bd537848a73d26c4ee6028feb09174d7e4e61f4229,20260719,768,768,512,512,exploratory_training_only,16435.023273468018,False,971.913985553718,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_007_20260717,content_007,F:\目标传感器噪声参数估计\data\500ms\P251621140007.tif,a62de1b09dd54e4e8b2b5a216d6c3d464035e35fac308c066f429c4483d889af,20260717,768,768,512,512,exploratory_training_only,15988.384998321531,False,945.5012461936685,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_007_20260718,content_007,F:\目标传感器噪声参数估计\data\500ms\P251621140007.tif,a62de1b09dd54e4e8b2b5a216d6c3d464035e35fac308c066f429c4483d889af,20260718,768,768,512,512,exploratory_training_only,15988.384998321531,False,945.5012461936685,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_007_20260719,content_007,F:\目标传感器噪声参数估计\data\500ms\P251621140007.tif,a62de1b09dd54e4e8b2b5a216d6c3d464035e35fac308c066f429c4483d889af,20260719,768,768,512,512,exploratory_training_only,15988.384998321531,False,945.5012461936685,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_008_20260717,content_008,F:\目标传感器噪声参数估计\data\500ms\P251621140008.tif,38a2a28c373821b15f0f7d74538f2a5638545682037d542a91b15dfa8e2f8dcd,20260717,768,768,512,512,exploratory_training_only,15644.016048431396,False,925.1363831192735,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_008_20260718,content_008,F:\目标传感器噪声参数估计\data\500ms\P251621140008.tif,38a2a28c373821b15f0f7d74538f2a5638545682037d542a91b15dfa8e2f8dcd,20260718,768,768,512,512,exploratory_training_only,15644.016048431396,False,925.1363831192735,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_008_20260719,content_008,F:\目标传感器噪声参数估计\data\500ms\P251621140008.tif,38a2a28c373821b15f0f7d74538f2a5638545682037d542a91b15dfa8e2f8dcd,20260719,768,768,512,512,exploratory_training_only,15644.016048431396,False,925.1363831192735,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_009_20260717,content_009,F:\目标传感器噪声参数估计\data\500ms\P251621150009.tif,ab75d05accdfcd2423921ca0caad000be1c2fe8557e1fb52d0de7cd1750a4696,20260717,768,768,512,512,exploratory_training_only,15048.499168395996,False,889.9194458074721,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_009_20260718,content_009,F:\目标传感器噪声参数估计\data\500ms\P251621150009.tif,ab75d05accdfcd2423921ca0caad000be1c2fe8557e1fb52d0de7cd1750a4696,20260718,768,768,512,512,exploratory_training_only,15048.499168395996,False,889.9194458074721,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_009_20260719,content_009,F:\目标传感器噪声参数估计\data\500ms\P251621150009.tif,ab75d05accdfcd2423921ca0caad000be1c2fe8557e1fb52d0de7cd1750a4696,20260719,768,768,512,512,exploratory_training_only,15048.499168395996,False,889.9194458074721,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_010_20260717,content_010,F:\目标传感器噪声参数估计\data\500ms\P251621150010.tif,e2e1b0a8f97ab27b49a157651ea1e6ee0b546c4ab59dbef4b252c7a7d77b73cd,20260717,768,768,512,512,exploratory_training_only,14798.688564300535,False,875.1464566963488,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_010_20260718,content_010,F:\目标传感器噪声参数估计\data\500ms\P251621150010.tif,e2e1b0a8f97ab27b49a157651ea1e6ee0b546c4ab59dbef4b252c7a7d77b73cd,20260718,768,768,512,512,exploratory_training_only,14798.688564300535,False,875.1464566963488,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_010_20260719,content_010,F:\目标传感器噪声参数估计\data\500ms\P251621150010.tif,e2e1b0a8f97ab27b49a157651ea1e6ee0b546c4ab59dbef4b252c7a7d77b73cd,20260719,768,768,512,512,exploratory_training_only,14798.688564300535,False,875.1464566963488,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_011_20260717,content_011,F:\目标传感器噪声参数估计\data\500ms\P251621160011.tif,1499d33211126363cd10cb2bf3cbda05b8cb8daa1d4cac8f549c129244d198bb,20260717,768,768,512,512,exploratory_training_only,14651.540088653564,False,866.4445729779923,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_011_20260718,content_011,F:\目标传感器噪声参数估计\data\500ms\P251621160011.tif,1499d33211126363cd10cb2bf3cbda05b8cb8daa1d4cac8f549c129244d198bb,20260718,768,768,512,512,exploratory_training_only,14651.540088653564,False,866.4445729779923,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_011_20260719,content_011,F:\目标传感器噪声参数估计\data\500ms\P251621160011.tif,1499d33211126363cd10cb2bf3cbda05b8cb8daa1d4cac8f549c129244d198bb,20260719,768,768,512,512,exploratory_training_only,14651.540088653564,False,866.4445729779923,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_012_20260717,content_012,F:\目标传感器噪声参数估计\data\500ms\P251621160012.tif,f4538d939e9d0e4c9fe7e50ecb78d51f8a59af5f95e002952456655c861258b5,20260717,768,768,512,512,exploratory_training_only,14291.417861938477,False,845.1481121924345,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_012_20260718,content_012,F:\目标传感器噪声参数估计\data\500ms\P251621160012.tif,f4538d939e9d0e4c9fe7e50ecb78d51f8a59af5f95e002952456655c861258b5,20260718,768,768,512,512,exploratory_training_only,14291.417861938477,False,845.1481121924345,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_012_20260719,content_012,F:\目标传感器噪声参数估计\data\500ms\P251621160012.tif,f4538d939e9d0e4c9fe7e50ecb78d51f8a59af5f95e002952456655c861258b5,20260719,768,768,512,512,exploratory_training_only,14291.417861938477,False,845.1481121924345,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_013_20260717,content_013,F:\目标传感器噪声参数估计\data\500ms\P251621170013.tif,3320dcd1d4e8dd434ab2c95d5f250bcb6f341377d4ccca247c45015843d02e56,20260717,768,768,512,512,exploratory_training_only,13512.39687347412,False,799.0793369233002,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_013_20260718,content_013,F:\目标传感器噪声参数估计\data\500ms\P251621170013.tif,3320dcd1d4e8dd434ab2c95d5f250bcb6f341377d4ccca247c45015843d02e56,20260718,768,768,512,512,exploratory_training_only,13512.39687347412,False,799.0793369233002,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_013_20260719,content_013,F:\目标传感器噪声参数估计\data\500ms\P251621170013.tif,3320dcd1d4e8dd434ab2c95d5f250bcb6f341377d4ccca247c45015843d02e56,20260719,768,768,512,512,exploratory_training_only,13512.39687347412,False,799.0793369233002,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_014_20260717,content_014,F:\目标传感器噪声参数估计\data\500ms\P251621170014.tif,6a2196272df68cbe2ccfab6c7278a58b96bada05d179aa4b02667f803dbc537c,20260717,768,768,512,512,exploratory_training_only,12809.495628356934,False,757.5120364561704,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_014_20260718,content_014,F:\目标传感器噪声参数估计\data\500ms\P251621170014.tif,6a2196272df68cbe2ccfab6c7278a58b96bada05d179aa4b02667f803dbc537c,20260718,768,768,512,512,exploratory_training_only,12809.495628356934,False,757.5120364561704,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_014_20260719,content_014,F:\目标传感器噪声参数估计\data\500ms\P251621170014.tif,6a2196272df68cbe2ccfab6c7278a58b96bada05d179aa4b02667f803dbc537c,20260719,768,768,512,512,exploratory_training_only,12809.495628356934,False,757.5120364561704,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_015_20260717,content_015,F:\目标传感器噪声参数估计\data\500ms\P251621180015.tif,f87f3bd16e32b96a3a2ced4434fe06aa91e8b0ac93446a8f713f1afb14755976,20260717,768,768,512,512,exploratory_training_only,12939.927913665771,False,765.2253788804579,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_015_20260718,content_015,F:\目标传感器噪声参数估计\data\500ms\P251621180015.tif,f87f3bd16e32b96a3a2ced4434fe06aa91e8b0ac93446a8f713f1afb14755976,20260718,768,768,512,512,exploratory_training_only,12939.927913665771,False,765.2253788804579,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_015_20260719,content_015,F:\目标传感器噪声参数估计\data\500ms\P251621180015.tif,f87f3bd16e32b96a3a2ced4434fe06aa91e8b0ac93446a8f713f1afb14755976,20260719,768,768,512,512,exploratory_training_only,12939.927913665771,False,765.2253788804579,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_016_20260717,content_016,F:\目标传感器噪声参数估计\data\500ms\P251621180016.tif,db89d9646c1d9395b4e9541c44cf93bce25e6abdd95ab2fa2cbc5d0f14b7e395,20260717,768,768,512,512,exploratory_training_only,12976.97067642212,False,767.4159677580875,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_016_20260718,content_016,F:\目标传感器噪声参数估计\data\500ms\P251621180016.tif,db89d9646c1d9395b4e9541c44cf93bce25e6abdd95ab2fa2cbc5d0f14b7e395,20260718,768,768,512,512,exploratory_training_only,12976.97067642212,False,767.4159677580875,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_016_20260719,content_016,F:\目标传感器噪声参数估计\data\500ms\P251621180016.tif,db89d9646c1d9395b4e9541c44cf93bce25e6abdd95ab2fa2cbc5d0f14b7e395,20260719,768,768,512,512,exploratory_training_only,12976.97067642212,False,767.4159677580875,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_017_20260717,content_017,F:\目标传感器噪声参数估计\data\500ms\P251621190017.tif,ca33541af2f582a56856771f28abcd0fb493530edda8312f0dfb5e30c3261978,20260717,768,768,512,512,exploratory_training_only,12949.956771850586,False,765.8184530347667,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_017_20260718,content_017,F:\目标传感器噪声参数估计\data\500ms\P251621190017.tif,ca33541af2f582a56856771f28abcd0fb493530edda8312f0dfb5e30c3261978,20260718,768,768,512,512,exploratory_training_only,12949.956771850586,False,765.8184530347667,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_017_20260719,content_017,F:\目标传感器噪声参数估计\data\500ms\P251621190017.tif,ca33541af2f582a56856771f28abcd0fb493530edda8312f0dfb5e30c3261978,20260719,768,768,512,512,exploratory_training_only,12949.956771850586,False,765.8184530347667,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_018_20260717,content_018,F:\目标传感器噪声参数估计\data\500ms\P251621200018.tif,79c7930fe40309fb2aeecbf3f4f36a52190362881e967600464b9780b0687df9,20260717,768,768,512,512,exploratory_training_only,13092.5897026062,False,774.2533020699784,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_018_20260718,content_018,F:\目标传感器噪声参数估计\data\500ms\P251621200018.tif,79c7930fe40309fb2aeecbf3f4f36a52190362881e967600464b9780b0687df9,20260718,768,768,512,512,exploratory_training_only,13092.5897026062,False,774.2533020699784,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_018_20260719,content_018,F:\目标传感器噪声参数估计\data\500ms\P251621200018.tif,79c7930fe40309fb2aeecbf3f4f36a52190362881e967600464b9780b0687df9,20260719,768,768,512,512,exploratory_training_only,13092.5897026062,False,774.2533020699784,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_019_20260717,content_019,F:\目标传感器噪声参数估计\data\500ms\P251621200019.tif,3c026d0b87d00818689245cff687a3248e2c6c74004533eccf811e78fff9fcfa,20260717,768,768,512,512,exploratory_training_only,13146.443019866943,False,777.4380126324926,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_019_20260718,content_019,F:\目标传感器噪声参数估计\data\500ms\P251621200019.tif,3c026d0b87d00818689245cff687a3248e2c6c74004533eccf811e78fff9fcfa,20260718,768,768,512,512,exploratory_training_only,13146.443019866943,False,777.4380126324926,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_019_20260719,content_019,F:\目标传感器噪声参数估计\data\500ms\P251621200019.tif,3c026d0b87d00818689245cff687a3248e2c6c74004533eccf811e78fff9fcfa,20260719,768,768,512,512,exploratory_training_only,13146.443019866943,False,777.4380126324926,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_020_20260717,content_020,F:\目标传感器噪声参数估计\data\500ms\P251621220020.tif,24733436a990319d43e7b1b1841f9e77e0c4dcce7a585e7a8310e865550587d9,20260717,768,768,512,512,exploratory_training_only,13257.504920959473,False,784.0058533430239,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_020_20260718,content_020,F:\目标传感器噪声参数估计\data\500ms\P251621220020.tif,24733436a990319d43e7b1b1841f9e77e0c4dcce7a585e7a8310e865550587d9,20260718,768,768,512,512,exploratory_training_only,13257.504920959473,False,784.0058533430239,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_020_20260719,content_020,F:\目标传感器噪声参数估计\data\500ms\P251621220020.tif,24733436a990319d43e7b1b1841f9e77e0c4dcce7a585e7a8310e865550587d9,20260719,768,768,512,512,exploratory_training_only,13257.504920959473,False,784.0058533430239,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_021_20260717,content_021,F:\目标传感器噪声参数估计\data\500ms\P251621220021.tif,544b8c2fe44ccec8b8c966ddfe388801e962f45a53b3739d6267868d51d11c33,20260717,768,768,512,512,exploratory_training_only,13132.439971923828,False,776.609917782255,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_021_20260718,content_021,F:\目标传感器噪声参数估计\data\500ms\P251621220021.tif,544b8c2fe44ccec8b8c966ddfe388801e962f45a53b3739d6267868d51d11c33,20260718,768,768,512,512,exploratory_training_only,13132.439971923828,False,776.609917782255,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_021_20260719,content_021,F:\目标传感器噪声参数估计\data\500ms\P251621220021.tif,544b8c2fe44ccec8b8c966ddfe388801e962f45a53b3739d6267868d51d11c33,20260719,768,768,512,512,exploratory_training_only,13132.439971923828,False,776.609917782255,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_022_20260717,content_022,F:\目标传感器噪声参数估计\data\500ms\P251621230022.tif,21a07294516e3425e06139149ba62c6abba81bd83fca1a069919f1c31dbf87a7,20260717,768,768,512,512,exploratory_training_only,13020.141437530518,False,769.9689465881197,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_022_20260718,content_022,F:\目标传感器噪声参数估计\data\500ms\P251621230022.tif,21a07294516e3425e06139149ba62c6abba81bd83fca1a069919f1c31dbf87a7,20260718,768,768,512,512,exploratory_training_only,13020.141437530518,False,769.9689465881197,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_022_20260719,content_022,F:\目标传感器噪声参数估计\data\500ms\P251621230022.tif,21a07294516e3425e06139149ba62c6abba81bd83fca1a069919f1c31dbf87a7,20260719,768,768,512,512,exploratory_training_only,13020.141437530518,False,769.9689465881197,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_023_20260717,content_023,F:\目标传感器噪声参数估计\data\500ms\P251621230023.tif,6cf3fe10297504dfa0da2ab005104b218ebf3e70b1b74f0df9d9910e10cdec73,20260717,768,768,512,512,exploratory_training_only,12972.147979736328,False,767.1307691137649,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_023_20260718,content_023,F:\目标传感器噪声参数估计\data\500ms\P251621230023.tif,6cf3fe10297504dfa0da2ab005104b218ebf3e70b1b74f0df9d9910e10cdec73,20260718,768,768,512,512,exploratory_training_only,12972.147979736328,False,767.1307691137649,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_023_20260719,content_023,F:\目标传感器噪声参数估计\data\500ms\P251621230023.tif,6cf3fe10297504dfa0da2ab005104b218ebf3e70b1b74f0df9d9910e10cdec73,20260719,768,768,512,512,exploratory_training_only,12972.147979736328,False,767.1307691137649,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_024_20260717,content_024,F:\目标传感器噪声参数估计\data\500ms\P251621240024.tif,913899c9ef618aae9d219162a410af748eeb9c80f4fc77f93718adf23c526b00,20260717,768,768,512,512,exploratory_training_only,12879.663246154783,False,761.6615218530553,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_024_20260718,content_024,F:\目标传感器噪声参数估计\data\500ms\P251621240024.tif,913899c9ef618aae9d219162a410af748eeb9c80f4fc77f93718adf23c526b00,20260718,768,768,512,512,exploratory_training_only,12879.663246154783,False,761.6615218530553,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_024_20260719,content_024,F:\目标传感器噪声参数估计\data\500ms\P251621240024.tif,913899c9ef618aae9d219162a410af748eeb9c80f4fc77f93718adf23c526b00,20260719,768,768,512,512,exploratory_training_only,12879.663246154783,False,761.6615218530553,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_025_20260717,content_025,F:\目标传感器噪声参数估计\data\500ms\P251621240025.tif,bfa559f3c861bcbabbb18ffe67099c534296def325f2712d3a7e13e042d9e328,20260717,768,768,512,512,exploratory_training_only,12871.132038116457,False,761.1570138722542,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_025_20260718,content_025,F:\目标传感器噪声参数估计\data\500ms\P251621240025.tif,bfa559f3c861bcbabbb18ffe67099c534296def325f2712d3a7e13e042d9e328,20260718,768,768,512,512,exploratory_training_only,12871.132038116457,False,761.1570138722542,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_025_20260719,content_025,F:\目标传感器噪声参数估计\data\500ms\P251621240025.tif,bfa559f3c861bcbabbb18ffe67099c534296def325f2712d3a7e13e042d9e328,20260719,768,768,512,512,exploratory_training_only,12871.132038116457,False,761.1570138722542,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_026_20260717,content_026,F:\目标传感器噪声参数估计\data\500ms\P251621250026.tif,91d613b4e3a9e816815f9384742133d551c9732ccbd9edeb5d5cb182f7878638,20260717,768,768,512,512,exploratory_training_only,12856.98575592041,False,760.3204486127377,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_026_20260718,content_026,F:\目标传感器噪声参数估计\data\500ms\P251621250026.tif,91d613b4e3a9e816815f9384742133d551c9732ccbd9edeb5d5cb182f7878638,20260718,768,768,512,512,exploratory_training_only,12856.98575592041,False,760.3204486127377,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_026_20260719,content_026,F:\目标传感器噪声参数估计\data\500ms\P251621250026.tif,91d613b4e3a9e816815f9384742133d551c9732ccbd9edeb5d5cb182f7878638,20260719,768,768,512,512,exploratory_training_only,12856.98575592041,False,760.3204486127377,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_027_20260717,content_027,F:\目标传感器噪声参数估计\data\500ms\P251621250027.tif,60b7211563f8f74b2fb8b98c90fe815c936208735bc0087df90d5fec85f3007d,20260717,768,768,512,512,exploratory_training_only,12885.357612609863,False,761.9982682211298,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_027_20260718,content_027,F:\目标传感器噪声参数估计\data\500ms\P251621250027.tif,60b7211563f8f74b2fb8b98c90fe815c936208735bc0087df90d5fec85f3007d,20260718,768,768,512,512,exploratory_training_only,12885.357612609863,False,761.9982682211298,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
content_027_20260719,content_027,F:\目标传感器噪声参数估计\data\500ms\P251621250027.tif,60b7211563f8f74b2fb8b98c90fe815c936208735bc0087df90d5fec85f3007d,20260719,768,768,512,512,exploratory_training_only,12885.357612609863,False,761.9982682211298,,True,91.4432,False,SIGMA_SAFETY_LIMIT_EXCEEDED,False
