source_pair_key,clean_path,split,source_device,source_exposure,dtype,shape,raw_min_dn,raw_max_dn,raw_mean_dn,raw_std_dn,raw_p1_dn,raw_p50_dn,raw_p99_dn,raw_zero_ratio,raw_saturation_ratio,crop_size,crop_top,crop_left,dark_offset_median_dn,valid_fraction,corrected_mean_norm,corrected_std_norm,corrected_p1_norm,corrected_p50_norm,corrected_p99_norm,corrected_zero_ratio,corrected_saturation_ratio,corrected_high_frequency_std_norm,warning_flags,sha256
15ms_to_500ms_010,F:\目标传感器噪声参数估计\data\500ms\P251621150010.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,18060.94099664688,7743.052322649801,7258.0,16178.0,43687.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.003019562689587474,0.024934275075793266,0.0,0.0,0.17463023960590363,0.9816970825195312,0.0,0.004887394141405821,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,e2e1b0a8f97ab27b49a157651ea1e6ee0b546c4ab59dbef4b252c7a7d77b73cd
15ms_to_500ms_011,F:\目标传感器噪声参数估计\data\500ms\P251621160011.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17956.81870985031,7700.998628970068,7245.0,16079.0,43570.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.002884878311306238,0.024166254326701164,0.0,0.0,0.1652231365442276,0.9823684692382812,0.0,0.0047677368856966496,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,1499d33211126363cd10cb2bf3cbda05b8cb8daa1d4cac8f549c129244d198bb
15ms_to_500ms_012,F:\目标传感器噪声参数估计\data\500ms\P251621160012.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17813.53437256813,7653.378678624139,7187.0,15903.0,43252.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0026633557863533497,0.02286442555487156,0.0,0.0,0.15381719172000885,0.9831504821777344,0.0,0.00472552003338933,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,f4538d939e9d0e4c9fe7e50ecb78d51f8a59af5f95e002952456655c861258b5
15ms_to_500ms_013,F:\目标传感器噪声参数估计\data\500ms\P251621170013.tif,test,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17526.66837310791,7486.636675700482,7196.0,15563.0,42099.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0020760458428412676,0.019167767837643623,0.0,0.0,0.10484419763088226,0.9852180480957031,0.0,0.004234243184328079,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,3320dcd1d4e8dd434ab2c95d5f250bcb6f341377d4ccca247c45015843d02e56
15ms_to_500ms_014,F:\目标传感器噪声参数估计\data\500ms\P251621170014.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17165.58914065361,7293.609256913325,7134.0,15204.0,40608.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0014195205876603723,0.014615162275731564,0.0,0.0,0.04333719238638878,0.9877777099609375,0.0,0.0036711222492158413,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,6a2196272df68cbe2ccfab6c7278a58b96bada05d179aa4b02667f803dbc537c
15ms_to_500ms_015,F:\目标传感器噪声参数估计\data\500ms\P251621180015.tif,val,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17253.915169000626,7300.445032164497,7183.0,15290.0,40753.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0014888045843690634,0.015030203387141228,0.0,0.0,0.04992981627583504,0.9874839782714844,0.0,0.0037030598614364862,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,f87f3bd16e32b96a3a2ced4434fe06aa91e8b0ac93446a8f713f1afb14755976
15ms_to_500ms_016,F:\目标传感器噪声参数估计\data\500ms\P251621180016.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17298.0950922966,7266.260541636617,7275.0,15348.0,40604.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0015135831199586391,0.015059735625982285,0.0,0.0,0.05623183026909828,0.9871788024902344,0.0,0.0036509938072413206,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,db89d9646c1d9395b4e9541c44cf93bce25e6abdd95ab2fa2cbc5d0f14b7e395
15ms_to_500ms_017,F:\目标传感器噪声参数估计\data\500ms\P251621190017.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17193.299525260925,7181.5176181155775,7291.0,15275.0,40339.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0014656860148534179,0.014643914997577667,0.0,0.0,0.055111080408096313,0.9873275756835938,0.0,0.003579765325412154,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,ca33541af2f582a56856771f28abcd0fb493530edda8312f0dfb5e30c3261978
15ms_to_500ms_018,F:\目标传感器噪声参数估计\data\500ms\P251621200018.tif,test,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17260.126972436905,7164.280380485712,7355.0,15363.0,40403.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0015918361023068428,0.01546782348304987,0.0,0.0,0.06841210275888443,0.9867935180664062,0.0,0.003638180671259761,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,79c7930fe40309fb2aeecbf3f4f36a52190362881e967600464b9780b0687df9
15ms_to_500ms_019,F:\目标传感器噪声参数估计\data\500ms\P251621200019.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17265.79926776886,7157.836959104736,7355.0,15383.0,40263.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.001631277846172452,0.015649182721972466,0.0,0.0,0.0758257582783699,0.9865341186523438,0.0,0.003639974631369114,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,3c026d0b87d00818689245cff687a3248e2c6c74004533eccf811e78fff9fcfa
15ms_to_500ms_020,F:\目标传感器噪声参数估计\data\500ms\P251621220020.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17365.809596776962,7224.601118860589,7343.0,15479.0,40656.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.001760563114657998,0.016731301322579384,0.0,0.0,0.08311092853546143,0.9862060546875,0.0,0.0038327286019921303,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,24733436a990319d43e7b1b1841f9e77e0c4dcce7a585e7a8310e865550587d9
15ms_to_500ms_021,F:\目标传感器噪声参数估计\data\500ms\P251621220021.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17358.5146112442,7216.165805138838,7357.0,15448.0,40451.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0015473385574296117,0.015200275927782059,0.0,0.0,0.06201707944273949,0.9868354797363281,0.0,0.0036319915670901537,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,544b8c2fe44ccec8b8c966ddfe388801e962f45a53b3739d6267868d51d11c33
15ms_to_500ms_022,F:\目标传感器噪声参数估计\data\500ms\P251621230022.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17308.125658750534,7175.310622052729,7368.0,15395.0,40198.96999999974,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0014024667907506227,0.014158069156110287,0.0,0.0,0.04692453145980835,0.9872817993164062,0.0,0.0035055847838521004,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,21a07294516e3425e06139149ba62c6abba81bd83fca1a069919f1c31dbf87a7
15ms_to_500ms_023,F:\目标传感器噪声参数估计\data\500ms\P251621230023.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17216.067074775696,7165.222564258096,7315.0,15304.0,40149.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0013886642409488559,0.014033270999789238,0.0,0.0,0.048489343374967575,0.9875297546386719,0.0,0.003506989683955908,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,6cf3fe10297504dfa0da2ab005104b218ebf3e70b1b74f0df9d9910e10cdec73
15ms_to_500ms_024,F:\目标传感器噪声参数估计\data\500ms\P251621240024.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17146.34234881401,7117.6983921216215,7321.0,15248.0,39964.96999999974,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.001336239860393107,0.013685650192201138,0.0,0.0,0.044171035289764404,0.9877700805664062,0.0,0.003445939626544714,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,913899c9ef618aae9d219162a410af748eeb9c80f4fc77f93718adf23c526b00
15ms_to_500ms_025,F:\目标传感器噪声参数估计\data\500ms\P251621240025.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17097.3954474926,7093.46554726066,7300.0,15205.0,39833.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012531053507700562,0.013077983632683754,0.0,0.0,0.03137572482228279,0.98822021484375,0.0,0.0032925012055784464,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,bfa559f3c861bcbabbb18ffe67099c534296def325f2712d3a7e13e042d9e328
15ms_to_500ms_026,F:\目标传感器噪声参数估计\data\500ms\P251621250026.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17110.638546943665,7089.843200599469,7308.0,15224.0,39772.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012617877218872309,0.01299374457448721,0.0,0.0,0.038157783448696136,0.9879913330078125,0.0,0.0032579763792455196,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,91d613b4e3a9e816815f9384742133d551c9732ccbd9edeb5d5cb182f7878638
15ms_to_500ms_027,F:\目标传感器噪声参数估计\data\500ms\P251621250027.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17144.744963169098,7072.493471780195,7379.0,15255.0,39675.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012646347749978304,0.01302423607558012,0.0,0.0,0.03839467093348503,0.9879684448242188,0.0,0.003286028280854225,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,60b7211563f8f74b2fb8b98c90fe815c936208735bc0087df90d5fec85f3007d
15ms_to_500ms_028,F:\目标传感器噪声参数估计\data\500ms\P251621260028.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17104.811000823975,7076.282329060949,7313.0,15214.0,39633.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012497076531872153,0.012915178202092648,0.0,0.0,0.03601491451263428,0.98809814453125,0.0,0.0032873142044991255,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,c7fbea10827903103c51042a440d68b9cec02c34f14799c6e9232aa096cace22
15ms_to_500ms_029,F:\目标传感器噪声参数估计\data\500ms\P251621260029.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17087.326666116714,7077.258440745965,7296.0,15200.0,39611.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012367174495011568,0.012863126583397388,0.0,0.0,0.03354310616850853,0.9881248474121094,0.0,0.0032611475326120853,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,b7d8ddbef185fddbccc89c00398b65f7cc320ad9b53f5f231f3698755139436d
15ms_to_500ms_030,F:\目标传感器噪声参数估计\data\500ms\P251621280030.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17145.65284347534,7074.793521500718,7368.0,15255.0,39653.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012846918543800712,0.013128500431776047,0.0,0.0,0.03946375474333763,0.9877433776855469,0.0,0.0033544953912496567,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,3785b8aaf874dc2a30cc7a112d50d0aa43c42b0dc7c860d0ceddfae2aeb57c16
15ms_to_500ms_031,F:\目标传感器噪声参数估计\data\500ms\P251621280031.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17134.12738442421,7074.959360894783,7349.0,15252.0,39702.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012964617926627398,0.013281969353556633,0.0,0.0,0.03999614715576172,0.9878120422363281,0.0,0.0033603005576878786,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,02d14c53cccac9fd810f6c4095b2e002e7fe0c901d1ad3d694ccbccfa7363b3a
15ms_to_500ms_032,F:\目标传感器噪声参数估计\data\500ms\P251621290032.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17050.7756626606,7053.296259433594,7332.0,15170.0,39608.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.001228016335517168,0.012730484828352928,0.0,0.0,0.03670964017510414,0.988189697265625,0.0,0.003285633632913232,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,4d988a34cb154162e6e2ad51819120036845ff168bdf3db57a0a1804af9a321d
15ms_to_500ms_033,F:\目标传感器噪声参数估计\data\500ms\P251621290033.tif,test,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17054.373834371567,7054.412263006214,7307.0,15177.0,39551.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012450129725039005,0.012861468829214573,0.0,0.0,0.036189910024404526,0.9878997802734375,0.0,0.0032360642217099667,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,9f17e6737fab3d528aa853b2e5e67df848b74f9cddec637c9421dbace65cb113
15ms_to_500ms_034,F:\目标传感器噪声参数估计\data\500ms\P251621300034.tif,test,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17062.118443012238,7054.300791951284,7317.0,15184.0,39569.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012275269255042076,0.012635459192097187,0.0,0.0,0.037458643317222595,0.9878997802734375,0.0,0.003195821773260832,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,8f84cdd9702f645cd4deff0de8823f5451b43d13758cf789b7278cd287538b67
15ms_to_500ms_035,F:\目标传感器噪声参数估计\data\500ms\P251621300035.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17073.673310279846,7045.996651055659,7353.0,15196.0,39518.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012119595194235444,0.012652681209146976,0.0,0.0,0.033370647579431534,0.9881820678710938,0.0,0.003226453671231866,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,bb9413b7cfc55de62a15b7c314f4a54689b85a8fcbb953c8aabc9ca175c932fa
15ms_to_500ms_036,F:\目标传感器噪声参数估计\data\500ms\P251621310036.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17036.73782682419,7049.810822224979,7294.0,15154.0,39500.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012160087935626507,0.012602142058312893,0.0,0.0,0.034206323325634,0.9881820678710938,0.0,0.003168511902913451,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,5684679a9f57db6b8e3b4cebf6956b169fbc9ae8759ff77c443e88c25c46baea
15ms_to_500ms_037,F:\目标传感器噪声参数估计\data\500ms\P251621310037.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17054.41353225708,7049.365277733164,7327.0,15173.0,39500.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012273256434127688,0.012742184102535248,0.0,0.0,0.03368878737092018,0.9881629943847656,0.0,0.003276161616668105,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,d8740df78e2e3181bff4aecf615900a6f456deac903be96db9507ce9d43fd6dc
15ms_to_500ms_038,F:\目标传感器噪声参数估计\data\500ms\P251621320038.tif,val,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17066.281447649002,7054.59532868447,7300.0,15189.0,39528.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012184676015749574,0.012529879808425903,0.0,0.0,0.03760499134659767,0.98809814453125,0.0,0.003151749726384878,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,f641acc89f25e3e1820886e34eb82963a5933b835617f80683b39b9e339c4239
15ms_to_500ms_039,F:\目标传感器噪声参数估计\data\500ms\P251621320039.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17116.66657757759,7065.759376022077,7332.0,15241.0,39566.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012606836389750242,0.012997877784073353,0.0,0.0,0.03694474324584007,0.9880142211914062,0.0,0.003268142696470022,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,05611d14de8a7f55c91027aeec6e105a60c913bda2924477afd9445b5326c413
15ms_to_500ms_040,F:\目标传感器噪声参数估计\data\500ms\P251621330040.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17123.539819717407,7064.024805520818,7367.0,15243.0,39579.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012397771934047341,0.012855621054768562,0.0,0.0,0.036614201962947845,0.9880027770996094,0.0,0.003197380807250738,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,242fbca059c1fb5b8eacf593a769205f468e5bea2f6bd9400ed7d229a40f2034
15ms_to_500ms_041,F:\目标传感器噪声参数估计\data\500ms\P251621330041.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17106.33878517151,7073.044798269012,7320.0,15227.0,39567.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012207059189677238,0.01264265738427639,0.0,0.0,0.036116961389780045,0.9881973266601562,0.0,0.0032254483085125685,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,c894512484088b9fd6b54c49e184addcc557a291a6feb6b2efdb421cdf5a0690
15ms_to_500ms_042,F:\目标传感器噪声参数估计\data\500ms\P251621340042.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17159.958901405334,7061.6346213754605,7386.0,15274.0,39551.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012447707122191787,0.012841192074120045,0.0,0.0,0.037167176604270935,0.9879570007324219,0.0,0.003267421154305339,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,391d11675d4e6ef06e8e1d6b0236238caa8bcc8463fd0029127e234f84ee3bf5
15ms_to_500ms_043,F:\目标传感器噪声参数估计\data\500ms\P251621340043.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17085.12518954277,7065.382964948938,7316.0,15205.0,39617.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.001239469856955111,0.01285575795918703,0.0,0.0,0.03481072559952736,0.9881134033203125,0.0,0.0032182869035750628,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,0c91b77d0afb5918843b5b9b4429f5bc14a1ef568a1a61de477383e2797b6300
15ms_to_500ms_044,F:\目标传感器噪声参数估计\data\500ms\P251621350044.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17075.920707702637,7061.570954400054,7328.0,15198.0,39599.96999999974,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012278108624741435,0.01268548984080553,0.0,0.0,0.03698271885514259,0.9880561828613281,0.0,0.0032281074672937393,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,3d0299eaf817a0e7cf4fc96108f839fc8bb80a2d468f6af7e328a098986ce7ee
15ms_to_500ms_045,F:\目标传感器噪声参数估计\data\500ms\P251621350045.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17138.665488004684,7058.777227743788,7379.0,15260.0,39579.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012591793201863766,0.01293520350009203,0.0,0.0,0.04061872884631157,0.9879531860351562,0.0,0.0032617526594549417,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,ee5ed337ac8d2e8a6153d8f281c9458ac1c91a15b50fafe8f7dedc5964f344fe
